tx_id,tx_hash,date_id,from_wallet_id,to_wallet_id,token_id,product_id,tx_type,amount_token,token_price_usd,amount_usd,gas_fee_usd,chain,status,block_number,created_at
448,0xec4c5aa4df9cb0278140cae368020c769dc457f594c393503dc793b51fcd3f72,20240305,146,61,8,8,bridge,14037.981258,2.1456,30119.89,34.8199,polygon,confirmed,20907259,2024-03-05 13:53:00
449,0x49cfb57f376ee5aaf797bfc8b9f616466a05c62ae131d8803b66bb6132ddb7c1,20240507,254,132,4,4,burn,3390.424425,1.06,3593.85,79.6325,arbitrum,confirmed,18878746,2024-05-07 13:50:00
450,0x6a818d545577456a4129a5341a2a438ab4b38c66f599cf6474ad08df6d48e235,20241205,268,91,5,6,bridge,37843.783551,175.7863,6652418.69,16.869,ethereum,confirmed,18534017,2024-12-05 03:16:00
451,0x592e211aa7ef19011c4722997603660f8a3d4feb7c2e4cac20723f49d8e2ae17,20241226,249,282,8,8,unstake,9568.317975,1.9364,18528.09,18.0725,binance_smart_chain,confirmed,18253587,2024-12-26 01:48:00
452,0xad34872f9367c20203c7ad9375be4ccfaddbc76c1dbc6722741ee0f1e85aca78,20240713,53,102,5,3,swap,2587.511045,178.9749,463099.53,24.3586,solana,confirmed,18691311,2024-07-13 06:28:00
453,0x02650eb4690d6087887c0ed6541a05d4e79b1fe8072e78677c0b672886c4f942,20240801,99,132,9,9,transfer,13887.811551,393.113,5459479.26,11.6511,arbitrum,failed,19640628,2024-08-01 21:59:00
454,0x4ec00441e0e14f8b6ec235ec95acee8a1901bf90242ac21d69e0480e6852e3cd,20241208,135,199,3,,transfer,6369.076343,1.0644,6779.24,76.3144,binance_smart_chain,confirmed,20158530,2024-12-08 12:41:00
455,0x425fce3cc853db9c7a95323a5f851ef5bc6faacf9f53507aafd31018c050f795,20240113,105,177,5,10,swap,43867.709191,170.3329,7472114.12,59.9371,optimism,confirmed,20196970,2024-01-13 18:23:00
456,0xa9f4c1571a3b84b6e78d8109063270919d81797c137f251ef65e8f38874a76e0,20240610,190,86,6,9,approve,45926.118852,0.8421,38674.38,12.7722,ethereum,confirmed,20573262,2024-06-10 11:18:00
457,0x4f56373d043f0e7c4bf16a6c8b9caea2a914b3fad0370e05088a7b2e6b6d6f1e,20240513,148,68,2,,swap,15658.670371,60698.8779,950463720.93,,polygon,confirmed,20577386,2024-05-13 03:32:00
458,0x655797b0d1f1ec1577f6133903d9e8ad572b36c3eb549d557b0b7a3b09b80625,20240922,192,66,4,,approve,42448.571469,1.0744,45606.75,22.1224,polygon,confirmed,20801864,2024-09-22 01:08:00
459,0x7ed289f280ca74b3cb7c582f594bce8f9623e7a1b21673e4efab9370f35ef863,20240709,243,198,9,1,unstake,17139.443884,399.8967,6854007.05,46.5182,polygon,confirmed,19354374,2024-07-09 11:07:00
460,0xe2a917f8aee9257f4ede71fed13c43d343fd13b677fd3fef1e0a4b55c9ad3927,20240822,153,155,2,4,swap,10166.00958,59830.0675,608233039.38,,arbitrum,confirmed,18352897,2024-08-22 12:18:00
461,0x2c8e75d0839486a5065de427c1addc24997a2632b7888581eed55cbd56f678a8,20240824,72,222,10,1,stake,21649.147005,18.7355,405607.59,72.7801,optimism,confirmed,20614367,2024-08-24 04:19:00
462,0xeed922a8d17db46699ba203c3b70279491a2180194c81f70d3e5536e14ce5195,20240906,150,137,7,5,transfer,21315.168047,1.1166,23800.52,16.4623,polygon,confirmed,19702761,2024-09-06 22:16:00
463,0x9aa692e55f422cb579b4e6bd496cd0ab2310d190e327da0444586283dbeaf9d4,20240113,142,67,10,1,mint,32451.919162,19.8318,643579.97,52.2113,arbitrum,confirmed,18179302,2024-01-13 02:52:00
464,0xb758f7a077a81b4e23db2685807a1fba432380364da1f8f14e2977223b35bc6a,20240408,172,252,4,1,transfer,11464.109863,1.0138,11622.31,28.6466,arbitrum,confirmed,20942901,2024-04-08 10:54:00
465,0x5d0cfc71dbb17f0111c1bb0cc09365cffa20032c43dcc62bd4e9ab56f40ff774,20240101,100,113,5,,transfer,22054.254759,165.9231,3659310.32,5.6061,arbitrum,confirmed,18039835,2024-01-01 08:53:00
466,0x834b3e6afd9aeb5a8f9382080922e52963545f9129b8f5a2571593164bd0f710,20241206,141,66,7,6,burn,34241.870344,1.1138,38138.6,48.7376,polygon,confirmed,18718037,2024-12-06 01:49:00
467,0x1a5b7504e9e4ae91138ce32017408936696b5e5085a7bb33b12ed6f82b4e8906,20240923,255,176,9,4,stake,41991.644398,422.7245,17750896.88,16.6177,solana,confirmed,19636602,2024-09-23 10:17:00
468,0xb2e8d4ea57b530472c1b476f59b9f9d66c092d0a3fd779bd3ca1ac458d53deb1,20240107,292,272,10,7,swap,28237.668482,17.5101,494444.4,63.5858,binance_smart_chain,confirmed,18411119,2024-01-07 08:35:00
469,0x446e39f506a193610d3ab37fe9e6493d207fecd6d3894a8bfea6c9cd457c05dd,20240918,117,270,4,3,transfer,30003.071846,1.0534,31605.24,63.6971,ethereum,confirmed,20897651,2024-09-18 21:54:00
470,0x69f6b7e4a3a0ba8d288f49c77b8907a691d54013501d4b4294f79f2a0fe54f3e,20240718,104,250,2,1,transfer,22158.810023,62620.9515,1387605767.75,,solana,confirmed,19104807,2024-07-18 00:46:00
471,0x5d98dd96ae77c6a54d4682eadbf9bb0b614a46966b657f437ea9d3cdb60ba6a8,20240901,209,38,3,,stake,5052.057512,1.0087,5096.01,77.2296,solana,confirmed,20108202,2024-09-01 15:34:00
472,0xa15dbdcfad032b2af37c86df71bb20283e126581f29b78dc9f89edb297d938cd,20240104,200,266,10,10,stake,49118.623256,17.7982,874223.08,71.4196,arbitrum,confirmed,18960360,2024-01-04 18:52:00
473,0x5eb0e0bc475ad1548330c9efd2dcd9ad091e12cb2c8c89720e28d46f3df4e3e6,20240128,287,258,6,,transfer,42046.592367,0.8958,37665.34,49.082,ethereum,confirmed,18838537,2024-01-28 00:26:00
474,0x29aa663063471d74a871b693672d213fa2d4fcaab24ee554d1965709eee2445a,20240704,10,191,7,,unstake,19208.72681,1.2388,23795.77,7.6197,solana,confirmed,20792517,2024-07-04 18:04:00
475,0xab56b86591ad6bf141ebfcfd37d25c52156df2d61280b4d4e794315b8b2ad8d3,20240710,220,96,6,2,mint,31983.869222,0.8986,28740.7,37.0995,binance_smart_chain,confirmed,20013169,2024-07-10 23:04:00
476,0x231fd05e1f3a4bb98575b3340339883f951e324d77e1697bfed16cd8241ec1a7,20240109,269,161,4,,mint,568.084213,0.9831,558.48,43.2243,polygon,confirmed,20076996,2024-01-09 13:20:00
477,0x5ffc403e7275cc285d5110970f6fe227fde56c9387f647156de42d03edd5e3b8,20240828,183,5,2,8,burn,46479.593536,67243.0653,3125430343.26,,polygon,confirmed,20941302,2024-08-28 17:53:00
478,0xce2897d9762681f96c072644b8917bfd1f6679ffbed8144782dac4886afaea2f,20241027,163,199,9,4,approve,40883.314733,445.1269,18198263.15,46.9289,optimism,confirmed,20537452,2024-10-27 09:38:00
479,0x7d6a7a836c9e1f6a3a6dd660cb407515f6458395f7cc58806e0850193deea972,20240210,282,104,1,5,approve,21986.496347,3012.3915,66231934.71,25.9556,polygon,confirmed,20529109,2024-02-10 10:53:00
480,0xe2b7dce71707f00980712513045a2b74c438e0fa3a17c249ee223f390d4852b5,20241005,12,141,9,,burn,4705.55973,428.3854,2015793.09,60.4375,polygon,confirmed,19581317,2024-10-05 23:32:00
481,0x89963c23033ecdf80b2086f65351bf69b08e2e19f5852c4e30aca114f08efcdb,20241018,31,202,1,,approve,15695.264718,3437.1039,53946255.57,38.2916,arbitrum,confirmed,19616514,2024-10-18 14:34:00
482,0x483921b9059848d65908b1c157e910c9955e568911cc774fe5443685f1ba04b1,20240821,290,159,9,,mint,6776.90478,414.0683,2806101.44,11.9208,optimism,confirmed,18056089,2024-08-21 10:23:00
483,0x2d0ca4d22bcd0cb9a2bb40708936e4f8c2ef6774ca1ebbd11a8f544f00bcf60e,20240418,112,288,1,3,transfer,31640.944991,3387.9699,107198569.24,30.9009,arbitrum,confirmed,19728372,2024-04-18 02:48:00
484,0x39ac1d3453f713ef8ebfe7a43ef66c29747336abb6026164591135f3fa7c0c9b,20240725,272,24,9,4,mint,39038.591161,441.6877,17242865.54,59.7743,arbitrum,confirmed,20211111,2024-07-25 21:01:00
485,0x96e87426a4a6418c1a7ced8a8a8760c7d3ca22d60be43c8d776e7ab27fc6435f,20241204,129,146,10,9,unstake,44524.717134,18.3845,818564.66,66.5659,solana,confirmed,18493099,2024-12-04 05:49:00
486,0xd0429470ee7978e88c05a70e4b2e54a941951aaa4ee2d7a596b35fbda9eed595,20240409,30,132,6,9,burn,38411.47868,0.8771,33690.71,18.0934,arbitrum,confirmed,18885903,2024-04-09 17:49:00
487,0x37ca86b9d55dbb86c28b515f2965e10f4d56a14ca67d278391a1240aa715cc30,20240228,271,54,5,3,bridge,43261.860697,166.0749,7184709.19,75.2591,binance_smart_chain,failed,19560937,2024-02-28 19:48:00
488,0xd2022deb6c52ba21a4d5f2f53861c80879892e470761f31fc26cdbb48d83e759,20240122,136,174,5,,approve,25135.071345,179.7383,4517734.99,22.646,ethereum,confirmed,20376763,2024-01-22 23:18:00
489,0xd4d003f134bcac5f3466568c0b3bf934cdb347330e95bae492a72e07687b0f97,20240324,171,50,5,8,transfer,5845.327221,187.2652,1094626.37,69.3734,optimism,confirmed,19797010,2024-03-24 09:45:00
490,0xb7e38eb4d1d239eaa31b61dfb40c3dfaab10efc69f5dbdb3760efe89dc67ab03,20240816,83,276,3,9,unstake,25741.561549,0.9614,24747.94,73.2288,arbitrum,confirmed,19822043,2024-08-16 09:08:00
491,0x293b8cabfa3a9fd429bd52c81c870b556647e3210c46cac40957e773b8950fc2,20241110,277,268,9,,mint,11001.082322,387.2156,4259790.69,22.1628,binance_smart_chain,confirmed,19801639,2024-11-10 15:43:00
492,0xc467999111097a8cdcb935d49276714e879d464c9ac3ab96f753abd15bc2427c,20240318,37,190,3,1,transfer,31761.225819,1.0501,33352.46,75.214,arbitrum,confirmed,19372599,2024-03-18 12:02:00
493,0xc36687037b39c1551499f6924d26d60aa25c492a9d34bd698c056eeb7a98f045,20240422,290,107,8,,mint,49152.432678,1.9991,98260.63,49.6899,optimism,confirmed,19640348,2024-04-22 12:23:00
494,0x970d6f97593dae08db328ea41d15b5bbdb9bcd8c98656be13a5a6116fcb47cad,20240915,259,244,7,,unstake,27063.008929,1.2005,32489.14,11.7494,ethereum,confirmed,20555378,2024-09-15 13:36:00
495,0x60518d51e916fe625ab46ae2bcccf996f8ac73d1330b3b14238de8f393028eb7,20241108,27,53,10,,mint,9953.711427,17.0986,170194.53,74.5041,binance_smart_chain,confirmed,20969453,2024-11-08 03:41:00
496,0x235d0e5b561ad11c793404267f78ecdcd9c959385fc05b736d57943a9a2d7893,20241008,152,300,4,,unstake,44672.978377,1.0679,47706.27,62.5753,polygon,reverted,20019760,2024-10-08 06:43:00
497,0xdcecd50df39a9917c67a6de775bde3514c49f26f7cbda7f5e22785154ee3038b,20240810,239,160,10,4,stake,21223.229244,18.9201,401545.62,8.6156,optimism,confirmed,18804276,2024-08-10 14:54:00
498,0x34f515a61798e3396bd8aa40951d1511c033d3bb0666ba9523684aac8f57cb22,20240707,111,14,5,,approve,20206.060693,173.8338,3512496.31,16.3931,arbitrum,confirmed,19240887,2024-07-07 15:07:00
499,0x1be92ee626cb221be5d92b4336e200908cb12ff58551f94a74effb91637e6d0e,20240327,284,189,8,,burn,38456.587163,2.2454,86350.42,52.3529,binance_smart_chain,confirmed,18685363,2024-03-27 08:50:00
500,0x01701c0dd54d39ed0108c6a508785ca2abd00a469758c8914a81fbd1ad5ef095,20240202,253,286,4,10,stake,5654.113059,0.967,5467.53,4.6639,solana,confirmed,20476314,2024-02-02 18:07:00
501,0xd8c2f0c9c8a0f8452277ba9fb22234cc0be93e4b19a54e2326c8cf81885c9310,20240807,17,127,4,7,burn,21902.438092,0.956,20938.73,4.1032,binance_smart_chain,confirmed,20682245,2024-08-07 23:24:00
502,0xbcb6de1bdb9a71c01279eeff330678f92e6a23f91f3c263811e49d9af726913c,20240510,235,80,7,3,bridge,15746.910022,1.1676,18386.09,54.1421,optimism,confirmed,20650814,2024-05-10 04:49:00
503,0x2def598fe6161bd13271dc02094dbe1b718213438d13789512c658475ff4e653,20240421,183,144,4,2,swap,24632.295787,0.9418,23198.7,27.4808,polygon,confirmed,19536747,2024-04-21 04:45:00
504,0x9fa779f6665e549f3c381de1b0bc7722088c3804986f21087eebfba8f3288c88,20241110,255,274,7,4,unstake,33604.744465,1.1917,40046.77,21.5455,solana,confirmed,19408694,2024-11-10 13:08:00
505,0xf6e58e2cf74ba1d75cdd661b378d4b58575cd88881b79cb6710a8f02b1fbda63,20240828,165,300,3,9,unstake,21902.978313,1.0716,23471.23,2.411,ethereum,confirmed,20765016,2024-08-28 15:40:00
506,0xec99ff5708a7b55bb0b8e6601c0994ba921075e34a4a326a0c34bdbc9c9647d8,20240705,93,224,4,4,swap,39275.092548,0.9659,37935.81,42.1585,polygon,confirmed,18148358,2024-07-05 10:57:00
507,0x04f32529d7910f3e339b0be7f788b1858d8a17e3727a7afb9fb9308ca8b5fc2a,20240202,219,22,10,4,swap,8609.406165,17.9991,154961.56,5.6438,optimism,pending,19156013,2024-02-02 17:13:00
508,0x04b00c2a4b52fa5f27aa2e531e04454f15d307a88e5dc66f40fa41f5ebcf12d2,20240802,253,284,2,,stake,48982.700557,63428.9474,3106921137.14,,solana,confirmed,18409692,2024-08-02 14:06:00
509,0x2eedebb7526273960c3827ef01bce946679d47f05c6a7c9573705e59d0363a37,20241228,160,44,7,9,mint,35734.595001,1.1695,41791.61,10.1666,arbitrum,confirmed,19855130,2024-12-28 18:24:00
510,0xb36b56e0f1fdbced448e6907803f5151367ac73132c536f2f40fbb84a62a88e9,20240728,50,101,7,10,approve,30909.005905,1.1326,35007.54,36.0804,optimism,confirmed,20267011,2024-07-28 22:00:00
511,0x3f29bf9e4116e70f45024260e7c853b29fdd89f77d92070ed2f01dd6ea2b34f6,20240626,100,155,9,10,approve,29427.333829,430.3155,12663037.87,13.0012,arbitrum,confirmed,18820731,2024-06-26 01:02:00
512,0xc8377cc6a676c5d98b2881c2fe4eb514931c39f3ffc9863147ed44c4bdc7f0f6,20241111,40,115,6,,approve,6735.851907,0.8994,6058.23,62.8446,ethereum,confirmed,18108563,2024-11-11 09:45:00
513,0x79f09d2f1fe52efd4f19bfbeec68d692f974fc50f65db679953a23dd1d73ee90,20241018,222,194,7,4,stake,23748.490205,1.2282,29167.9,12.8638,solana,confirmed,18449699,2024-10-18 11:03:00
514,0x2eea571b3d1efc40e26dc7a131a21f3979430482e0f30b56aceec199c90cc4f7,20241017,166,21,3,5,transfer,34669.669443,0.9235,32017.44,52.3657,binance_smart_chain,confirmed,18965492,2024-10-17 20:05:00
515,0xfcadcadf2fdd240332be054c0f736c1f971f5be75c6f744abcd15e81e75d233c,20240507,299,135,10,,unstake,24368.117838,19.6122,477912.4,52.9365,solana,confirmed,20741801,2024-05-07 15:58:00
516,0xefb04ea902d2e1a5eefa201ab952de16a1e1427b4c02fa134a1a593768e52ad6,20241223,45,17,9,,bridge,39835.079129,439.3184,17500283.23,6.6033,arbitrum,confirmed,18693813,2024-12-23 15:13:00
517,0x98aaa119ab38c7f7dc5897837366aa6b8e0992648491ae963924ef4f75138d66,20240809,188,89,3,,mint,22872.833271,1.0571,24178.87,26.42,arbitrum,confirmed,19305387,2024-08-09 08:07:00
518,0x729ca46bfeefd5c91c79158c8ba4ae5df135442f7512d7cdf6f43658d4e5c64f,20241112,229,60,3,2,mint,20679.413011,0.9595,19841.9,58.6456,polygon,confirmed,19994442,2024-11-12 12:47:00
519,0xda65398840ae5818778758e215fbe54e0f0d4712ba0b0b598591f37d1f01ab47,20240626,38,184,9,,bridge,46747.31746,437.3108,20443106.8,7.1924,polygon,confirmed,18305343,2024-06-26 04:19:00
520,0x3f53ab4dcdf77ecadd1fcec141c0194a77472afa60ada8a35cfc5793af8ce11f,20240219,241,131,8,,approve,1813.503128,2.1415,3883.62,46.0975,polygon,confirmed,19124299,2024-02-19 15:22:00
521,0x232d4a80c53ffe5334ff3783e724d9913a71fcbaaadea8ae8d6ef274cfdc65dd,20240404,161,275,2,,mint,46475.645947,65651.6109,3051201024.04,,polygon,confirmed,18141551,2024-04-04 10:39:00
522,0xffafb828b26fc7d4d9649ea8041a4f137fb2c585267b53dc4be28908e0ef58c8,20240325,48,208,1,6,mint,12815.706199,2948.8058,37791028.77,16.9807,arbitrum,reverted,20844856,2024-03-25 13:57:00
523,0x176ef51da46b34090ff00d55a3fdb8d638f93096ba484c411c885fd3fc4fb4f7,20240709,151,238,6,4,stake,27206.171313,0.8952,24354.96,41.3114,solana,confirmed,20954747,2024-07-09 09:53:00
524,0xd8b19ad472f963f54ada8aa85d24f19155f62513e5205021be334afe91bab5b0,20240307,213,97,8,,approve,13121.621185,2.1114,27704.99,51.0894,optimism,confirmed,20402748,2024-03-07 00:31:00
525,0x37cd05f1ca4b1b2ef0df6f5003590a35d4743e48f81efde2f842dabfd2a781a0,20241102,185,235,9,,transfer,17040.233563,427.8908,7291359.17,45.2266,solana,confirmed,19556799,2024-11-02 02:30:00
526,0x87e9f977373d07d2bbc8cc36cc6d8ddcbf652d8da6f126dd52f44b76cd6beedd,20240621,263,21,7,,swap,36545.151918,1.2138,44358.51,20.4981,ethereum,confirmed,19088444,2024-06-21 18:02:00
527,0x42c3ba75e1d048e24ba399446f74d59f0c4c5dae57b8387c5486c423ad97c7f6,20240526,23,291,4,,mint,29465.419618,0.924,27226.05,63.2129,arbitrum,confirmed,18770951,2024-05-26 05:33:00
528,0xb0d65c07ee584270ecb5c4a370c59ad7f8858bae3f0f61c436a9711f20ad2381,20240502,109,225,10,4,burn,25590.303647,19.9661,510938.56,54.9812,polygon,failed,18815299,2024-05-02 21:49:00
529,0xd5a654132449b6b3de0678ccfc2c51b3418b0a963134c840314440e842f1ee39,20241107,117,20,4,,bridge,32948.655202,0.983,32388.53,44.8527,ethereum,confirmed,18187490,2024-11-07 20:55:00
530,0x9781ee272b74cdf878be6e1d2379c1cfb82beb30e15e7b9f9ec11f7efdcda08f,20240306,286,52,5,10,mint,4596.697113,164.2296,754913.73,39.3579,solana,confirmed,19460402,2024-03-06 11:30:00
531,0xa4787d6c0c7a9b060f0b191e834b9b49e21efecad441167f907ecc016b5bab4a,20240209,31,62,6,9,swap,8008.595416,0.9031,7232.56,52.4702,arbitrum,confirmed,19150351,2024-02-09 07:46:00
532,0x3e8a658518871358c0f88f8d74448a40f7883ab3b87171cae253fdf2fcab61d0,20241008,206,202,1,4,bridge,8503.583558,3424.267,29118540.56,76.5889,arbitrum,confirmed,20914488,2024-10-08 08:07:00
533,0xd39ab2e6bd1ba0a325542a489bf9bcb15f761700043c146944ecd56362748117,20240726,144,184,7,,approve,12389.635773,1.2458,15435.01,27.4761,optimism,confirmed,19986622,2024-07-26 04:48:00
534,0x14cb54ba6d389f927040c04733ab9c2dadaaf5c668f9180075c986bf2dd5d54d,20240322,199,14,3,,mint,36986.36174,1.055,39020.61,68.2726,polygon,confirmed,20009189,2024-03-22 19:49:00
535,0x065ecedcd8ca4c32e944bab9cad765ebabb123a164cff8fcc928123204be3efb,20240127,205,136,4,6,swap,43439.72495,1.042,45264.19,42.5592,arbitrum,failed,20198410,2024-01-27 21:56:00
536,0x3a7401fb6efe40ede69a40b1b01ad8d3abd4055b9a837da0e59a6c27722db224,20241124,48,84,5,9,approve,46172.128816,184.4849,8518060.57,78.9109,arbitrum,confirmed,19334353,2024-11-24 18:07:00
537,0xa3cc008cb98b0cf78b5f5a26d1e4bf317d2c99c696f050d9eab6a101ce73e192,20240923,77,9,5,4,transfer,2326.760828,186.6588,434310.38,22.8874,binance_smart_chain,confirmed,19489858,2024-09-23 14:01:00
538,0x9c685c43ca803d73f24fd64960867e42864c7d73de63491577fe47dcefbec420,20241002,163,160,7,5,transfer,28816.489631,1.1063,31879.68,28.5839,optimism,confirmed,19670106,2024-10-02 08:17:00
539,0x16f4a3205c3cae84b5a8e3a41e6189da8f7d77d7482cefe632e8c31e493b8d0e,20240906,192,183,10,1,bridge,3214.516941,19.7571,63509.53,40.711,polygon,confirmed,18344243,2024-09-06 20:28:00
540,0x04f8a67a8b7c66b0fb82d9dbdde4afa08f4b739f7405e2fd106c1d3c149e6254,20240926,147,41,8,10,unstake,47457.149861,2.082,98805.79,7.1273,optimism,confirmed,20399326,2024-09-26 15:22:00
541,0x989b7857c1d61902b32e5feacda4b597d95903ea9e634ff7730bcaae4ea582d3,20240814,236,74,1,5,burn,2395.041982,2995.0491,7173268.33,65.9761,arbitrum,failed,20074477,2024-08-14 08:21:00
542,0xfaeccf89a73bb7cb9f720fdc98fc95ebde673d521455b2c5cd008d6f64e0093d,20240405,113,140,5,6,swap,38104.48086,175.817,6699415.51,63.2296,binance_smart_chain,confirmed,20869894,2024-04-05 08:56:00
543,0xf98bbb9f9a32f79fced53d71455f867a38f20b81867b11a0b949ea2b8579d2aa,20240216,91,290,3,,approve,49649.612258,0.9775,48532.5,28.3388,polygon,confirmed,20663025,2024-02-16 08:48:00
544,0x4e4e39438337e4ad4c08b39c220b177c330c126131278c25aa83b313adf7b9df,20240206,207,127,3,,mint,38669.346663,1.037,40100.11,28.2035,polygon,confirmed,19670566,2024-02-06 16:08:00
545,0x0855ef326a64103ac34a8b1734ff08d1c9fba8796ab43004f2aeb300fcb1ac02,20240209,216,170,5,1,bridge,39090.876774,163.8827,6406318.43,33.6875,binance_smart_chain,confirmed,19861047,2024-02-09 03:36:00
546,0x5ac37ea0d595f954a6fea9d4d0ce93fcf965114fd126ca82822e94ab6f95b23d,20240624,177,92,10,5,bridge,13613.145496,18.1539,247131.68,49.8758,solana,confirmed,20970363,2024-06-24 04:43:00
547,0x19f7c58120aa522d2922cecdbc36e8fb218dec5fe5e3a00692e39c218209386c,20240613,137,179,5,9,approve,27896.859061,177.4136,4949282.19,75.9147,binance_smart_chain,confirmed,20783858,2024-06-13 18:27:00
548,0x030ee29f18f589e8c6251437393aca34697eccd4536c48763a9019106be4d4f8,20240909,165,56,8,4,bridge,4707.46035,2.0003,9416.33,36.3509,ethereum,confirmed,20786157,2024-09-09 14:13:00
549,0x73050e5698ba8332fe7e8a3d9f045b1885ae00f2542f95db2779dcdfdcab437f,20240727,110,202,1,5,approve,6002.31057,3392.2709,20361463.48,52.6918,polygon,confirmed,19244260,2024-07-27 02:52:00
550,0x92645c373829d2df0eba88ea95b97bd36e823efc48353bca4d35c40c57fbdfec,20240211,293,138,9,,transfer,4402.177946,394.9992,1738856.77,51.2104,ethereum,confirmed,18419181,2024-02-11 18:42:00
551,0x55267608177484e56523d7bfad3b6fae0fcef36516525fe38898a2000db5cb64,20240901,225,81,6,,swap,43000.545909,0.8418,36197.86,1.6407,optimism,confirmed,19686952,2024-09-01 13:26:00
552,0x02efd89f79f2e2844f1b349432abeb544dd0a109a109c22857b89ffecd16eded,20240613,155,38,4,5,unstake,2675.074721,1.0614,2839.32,19.8859,arbitrum,pending,19961675,2024-06-13 05:49:00
553,0x63eb2e52c10dd62bd70bf981ba169211524decdff36d01badf31a16cbd831898,20240125,103,196,5,,bridge,37292.211617,180.0091,6712937.45,54.6553,polygon,confirmed,20659558,2024-01-25 16:25:00
554,0x8ad7844123c5acf10154a8948f6a3dad14877facc3d5c563ef9591a75ecaa9da,20240902,148,177,8,,stake,8562.306436,1.9427,16633.99,24.5521,polygon,failed,19038560,2024-09-02 16:10:00
555,0xcc20b8cfec5a5cf1ba4aa43b57e589562fa19114a54077de13e892e76bee8094,20240828,27,121,9,9,transfer,2783.197326,426.5258,1187105.47,40.3558,binance_smart_chain,confirmed,19459551,2024-08-28 20:55:00
556,0xf1ae1a058877b2518ed4d3d4839ca94debc8e92af5209f142befd75084b92f4f,20240321,188,11,8,,transfer,38220.880964,2.0775,79403.88,18.0475,arbitrum,confirmed,19516880,2024-03-21 16:07:00
557,0x7d4c3cab8f9aaa8268fb39a0a7c44312a0c9a8f8c530b123d46d2eae48a858fe,20241224,268,207,8,,approve,19739.888639,2.1765,42963.87,15.7767,ethereum,confirmed,19458728,2024-12-24 13:09:00
558,0x20d7e7e1c25da017c6d5e2c99c7ecfc690c3979de7b563592d345c1818c4a4fc,20240319,90,57,3,,swap,28059.318456,1.0301,28903.9,49.2517,polygon,confirmed,20040934,2024-03-19 17:19:00
559,0xaeef8d4e327935ee39dbc3f4fc9b2444ac60a9a24ddbfd991082d30cc9683dcf,20240811,9,257,2,7,burn,15577.554215,69967.7637,1089926632.34,,binance_smart_chain,confirmed,18550123,2024-08-11 12:58:00
560,0x4d44b2ddeaa0dd5774de0ec6fd31bbb0df3c97ff05b84379dad70b445f3f052a,20240207,108,229,8,,transfer,27307.222231,2.1533,58800.64,75.5287,ethereum,pending,20163373,2024-02-07 19:42:00
561,0xc9ba67962426339052df317af66c58b75986a0ebe4050e971d8f35dea3d8f522,20240117,131,298,9,5,mint,23053.183835,417.8484,9632735.98,8.9846,arbitrum,pending,19201296,2024-01-17 07:11:00
562,0x159684ea412d8709baa595518ef42af8189beb72a990062f9f8eb8789639bcd6,20240907,283,245,9,4,burn,5707.842645,420.2528,2398736.85,61.1744,solana,confirmed,18810828,2024-09-07 15:23:00
563,0x6a86b4bb69fba43a0a4bfa70965a89063b708516a07ee9fd77cc0ac9bf23558c,20241024,268,137,2,7,swap,34388.616969,67952.8253,2336803681.2,,ethereum,confirmed,20903971,2024-10-24 17:55:00
564,0x358e30271993b0efcf7bd2c5b2308cd4e449f39ec3b776b4f0108a0783de29c0,20240824,166,92,10,,transfer,21245.744252,18.3709,390303.44,40.6535,binance_smart_chain,confirmed,18794327,2024-08-24 01:28:00
565,0x549c3b323beda31255ac86f8edf65886657e98ca3cd8cae1d1820cf5104d60b9,20240114,99,184,4,8,unstake,30375.573869,0.9225,28021.47,18.4172,arbitrum,confirmed,18393876,2024-01-14 00:43:00
566,0x8ed74e469ebda4bfdbc7ad0967e68d44d0789af0e821392f8f311121d9b85a97,20240311,298,223,8,2,burn,2717.172023,2.02,5488.69,37.6421,optimism,confirmed,19503257,2024-03-11 18:12:00
567,0x061da230e59545a0e0d34351e2809ea6ba0b6c3db4cb68c93dbd60b75a4b1bf6,20241127,224,169,8,10,swap,7617.723932,2.1409,16308.79,21.3381,ethereum,confirmed,20091186,2024-11-27 03:17:00
568,0xd264fc827ecc31e7c07f57ee301e699e3a5ce6b69ff66c9e21fdef132958baee,20240304,253,115,4,8,stake,24713.742339,0.9436,23319.89,24.082,solana,confirmed,18634463,2024-03-04 12:49:00
569,0x582f93dd99c57dad6b2d6e8abbec5327257023d6fd0908e9d29bb5516a950d05,20240112,234,15,1,6,mint,8704.350451,2972.3396,25872285.54,63.2441,arbitrum,confirmed,19157405,2024-01-12 01:53:00
570,0x138a8bbd02608bc6ec7349321ca85999564d25b32a0c53a94da40b616610c906,20240420,66,103,8,3,stake,43819.370957,2.2605,99053.69,19.1241,ethereum,confirmed,20334961,2024-04-20 05:05:00
571,0x86a81635705e5c0d8b0bf0e07b276a578fb7d21d003e6d48494a17f8003f447a,20240611,107,202,10,10,approve,23981.051114,19.0183,456078.82,50.2625,optimism,confirmed,20415214,2024-06-11 00:36:00
572,0xb3eb838843d4b21a3eecaa31df2399259688fdca99043796e9300cc1bcc538d3,20240609,137,287,8,,unstake,15783.287062,2.2304,35203.04,64.6219,binance_smart_chain,confirmed,18845318,2024-06-09 12:14:00
573,0xc28a8e450c0e97411e50af257c04452b06696921467db004d5e22690fb155021,20241021,48,187,1,,bridge,11756.944081,2977.6939,35008580.67,78.9552,arbitrum,confirmed,18810004,2024-10-21 16:11:00
