order_id,user_id,wallet_address,product_name,product_type,amount_usd,discount_usd,final_amount_usd,payment_method,chain,tx_hash,gas_fee_usd,status,created_at,country
ORD00893,USR0160,0x41de51c5b86a6730212d945672ef9ea99e5422b8,DeFi Portfolio Tracker,subscription,51.63,10.33,41.3,SOL,solana,0xff9144b86e9db51fd052919d462180f6825351604edad87bcfde0ec0f7abbfbd,5.9507,completed,2024-10-12 06:50:21,BR
ORD00894,USR0002,0xacf542a51d8b0121d44bd8e876d2dc9dc9233c39,Token Launch Kit,one_time,905.1,0.0,905.1,BTC,polygon,0x733aefaa5d4a4a6d6ab1e402bb85347272ac3644a492b0ca0098c95ce7fcc246,,completed,2024-05-18 23:44:43,UK
ORD00895,USR0162,0x9860c00da5ee17ebb16cbc29bd70b4f871b9623e,Wallet Intelligence Report,one_time,135.41,0.0,135.41,ETH,polygon,0x8b10939c1ad19d2a28cbc025c150502c394908624475f14fec44b3036fd949f5,4.6195,pending,2024-05-19 18:35:50,UK
ORD00896,USR0068,0x418782d54081197aad4151b14d2cbd035ee38b0f,Smart Contract Audit Tool,one_time,473.65,0.0,473.65,ETH,ethereum,0x5f756135b1cd96e2906123a5bf6ff53bcc0074974cc1ddd6f435c64d6888053e,12.7218,completed,2024-08-03 08:21:38,US
ORD00897,USR0006,0x23c760a2a63fe3ddbfafc9dfdc23dd46efc18b85,Smart Contract Audit Tool,one_time,537.42,0.0,537.42,BTC,polygon,0x8feb89818f126b5895836ec88e2003244d0bc405b453c3f74c6323eecdff07fa,,completed,2024-11-01 19:13:52,SG
ORD00898,USR0095,0xd56cf51b64d7fbf7e08277278d2ea61b00e77470,Token Launch Kit,one_time,1094.32,109.43,984.89,SOL,binance_smart_chain,0xb402ab87f03dd51c6e3754126f906d1056ad925499fc37aca0d8a6ab5fbb778c,1.448,completed,2024-07-23 15:18:47,SG
ORD00899,USR0034,0x89cde0c1fb39e2b84a8475a9ca3183657222380d,DeFi Portfolio Tracker,subscription,50.9,0.0,50.9,credit_card,,,,completed,2024-05-26 21:02:16,CA
ORD00900,USR0163,0x9c9005185e8f8f4ff6818a9d27fe17ebf594ee93,DeFi Portfolio Tracker,subscription,50.14,0.0,50.14,BTC,arbitrum,0xa078b8b33e6ff872166bef36c373278905aba35d7ac7f0737bc6d6cd17a3d81b,,pending,2024-10-23 08:26:35,BR
ORD00901,USR0084,0xe09ce1c6b04cab53af8b54377b78d1f224496da1,DeFi Portfolio Tracker,subscription,46.84,0.0,46.84,USDT,arbitrum,0x849a3bc532507960e4c596805af3f114a5744a6f30ea41dd4cbf4e125d0ee2cf,13.3446,completed,2024-11-04 23:38:26,AE
ORD00902,USR0021,0x3b314d1abed1f7007b8538045316369d4ed947be,Web3 API Access - Starter,subscription,17.35,1.74,15.61,SOL,binance_smart_chain,0xcf651b65191cb31edda86b2c0b814d94e2a53b1a4ea43f8e0561bcf73bf64b6b,11.3915,completed,2024-08-26 19:09:25,JP
ORD00903,USR0133,0xf37509733a25bde75171c0ed34dd5fa006339c56,Web3 API Access - Starter,subscription,18.52,2.78,15.74,SOL,binance_smart_chain,0x51a0223f40249a6d3a99a52cbab695a2a87612c48756deeede3c09e7453f34bd,14.3584,completed,2024-10-03 16:51:32,US
ORD00904,USR0149,0x31b532d133caedf0ce3e6eb722c5c9047ccfdc36,Node Monitoring Service,subscription,29.49,0.0,29.49,ETH,polygon,0xb8c24d502cabc07a9010cf726fbba481a6186b94f651754eb20a3127246daf62,13.4758,completed,2024-11-03 01:09:15,AU
ORD00905,USR0061,0x6ddb7d2671dcdf06cea36c8e75d3870de913db35,Node Monitoring Service,subscription,31.25,3.12,28.13,BTC,polygon,0x73736b9ac85a038d678de2652fd7cdb60780d49658fc6f2cc41dc1ff8b365ce7,,completed,2024-06-14 01:30:00,UK
ORD00906,USR0022,0x0cb9339ecffd58f01ce0a8898a1229d6c671cc6a,Smart Contract Audit Tool,one_time,493.46,0.0,493.46,USDT,polygon,0xee653799cb2cac8ca3dfc0040a1017615b5c31a6fd0246d0f22dfe129e439e11,1.0966,completed,2024-04-24 14:02:48,US
ORD00907,USR0087,0x0bebb4aefec43cc0a5d6c642c7f5574d1b113fe5,Node Monitoring Service,subscription,28.47,5.69,22.78,BTC,binance_smart_chain,0x2f5452c1253e7f52ce58eb41f53f781bb9a420dbfe1abbbdcd51f447800344fa,,completed,2024-06-16 23:14:41,AE
ORD00908,USR0007,0xa2e1f319b8366c60c03ad69d195e7143fdd66fc8,Smart Contract Audit Tool,one_time,513.51,0.0,513.51,BTC,ethereum,0x9bf2a943fab3c57201f15f9e15a5610e5f12a5fb9910d7bd59ae2a603013f23e,,completed,2024-04-13 03:48:11,JP
ORD00909,USR0132,0xf3809546aecf13ff7273cb26a592ce936f99f9ef,Web3 API Access - Pro,subscription,142.34,0.0,142.34,USDC,ethereum,0xb9884dc77601a092e2edac3ac2e8f8bc9afaad4f976eb758f561cf7c88d99b1d,1.5346,completed,2024-11-01 04:52:12,IN
ORD00910,USR0052,0x01ed45d1e3cc257df381ce396cfc2c1d7026e99f,Token Launch Kit,one_time,949.05,142.36,806.69,BTC,optimism,0x4c4d9dc85fd8fd47733499c825072fbe19b193a7f48ba2545388084047dda03a,,completed,2024-05-07 20:45:04,US
ORD00911,USR0155,0xf4b1de6ca614391e81a73ac1acdb53230562837e,Smart Contract Audit Tool,one_time,520.58,52.06,468.52,USDC,solana,0x7348b06a806c176cfe4e22be9ec2e82c03b2ca0ed14224bfc24fca9bbd79b5cc,11.6661,failed,2024-10-19 04:43:16,AE
ORD00912,USR0089,0xc130f381300964d81d4319ee470d6e3711551cff,Node Monitoring Service,subscription,29.46,4.42,25.04,credit_card,,,,pending,2024-11-15 04:18:09,IN
ORD00913,USR0168,0xfb04077296d5fbfcd90771945c7ae82a6cbc224e,Web3 API Access - Pro,subscription,159.89,0.0,159.89,SOL,polygon,0x6c90fb2c5439406dca5fbc1bc547627bce876a145f73abbdc920a62280b00a6a,11.3625,failed,2024-02-27 23:24:03,BR
ORD00914,USR0133,0xf37509733a25bde75171c0ed34dd5fa006339c56,Wallet Intelligence Report,one_time,148.07,29.61,118.46,BTC,binance_smart_chain,0xcaf03183b87e4840a921f2b383b77872203ab8f03c16c86d7a4f3f9d12747830,,completed,2024-10-21 05:32:32,US
ORD00915,USR0081,0x8de97946561c0c23db2e1c6e4a9af646b7d4b8b4,DeFi Portfolio Tracker,subscription,48.19,2.41,45.78,USDT,binance_smart_chain,0xe5210eef740d8f18932ed1a9e0e14fd70cc98afcab8aba26448f39f8d88a1022,0.9365,completed,2024-09-28 01:17:02,SG
ORD00916,USR0033,0x0e72efc71112c315a5d5671acb9153fa67200f9c,Crypto Tax Reporter,one_time,79.0,11.85,67.15,BTC,solana,0xb3c776d0780d017f6d74ac9d69045b88304b10f6d930bb07b3aafc0de2f19dff,,pending,2024-01-04 18:14:05,FR
ORD00917,USR0109,0xe7c152f3f5b21b0cf642ded735cf7ce8a99da8e5,Node Monitoring Service,subscription,29.22,0.0,29.22,USDC,arbitrum,0x7656d3f3999a6ea01305b8dfbf91251c02d9340d5a1c1e8b96e74ca69ba6c337,8.7299,completed,2024-09-25 04:05:59,JP
ORD00918,USR0036,0xc1c6c73e77b64aa654284860efe4ff8482858956,Smart Contract Audit Tool,one_time,505.81,101.16,404.65,USDT,arbitrum,0x9be37187d5cf5ebc4e5a937916ec59ba44fd859df5696c864b60aafd56fb6623,8.8212,refunded,2024-05-08 06:09:28,UK
ORD00919,USR0098,0x194ceb7e24343c8d14785556cadf25931e4ecad0,DeFi Portfolio Tracker,subscription,49.34,0.0,49.34,USDC,binance_smart_chain,0xb6c5387e5491b1a60d37f789ce89544a0c48d93cf5afbc72fe4d76ee38d8044c,5.2682,pending,2024-01-25 17:48:47,US
ORD00920,USR0164,0xfb770b849489f20a52f975c48ed3e14e2101a184,Crypto Tax Reporter,one_time,81.76,0.0,81.76,SOL,ethereum,0x9875cd7d12126aae9dd15f22aea150df8a14d908d99f1cd402cd6e57379f847d,9.2488,completed,2024-02-10 12:16:09,KR
ORD00921,USR0051,0x2ff23e4845d76482884da47614284398e774d1fb,Blockchain Analytics Dashboard,subscription,190.4,0.0,190.4,SOL,solana,0x713769e9c3aecbc1be3dfdf034e72e77f9804fa1d52db17d93a2201068d59b70,8.1037,pending,2024-05-29 20:47:37,KR
ORD00922,USR0095,0xd56cf51b64d7fbf7e08277278d2ea61b00e77470,Web3 API Access - Pro,subscription,159.72,7.99,151.73,ETH,binance_smart_chain,0x8ea9dc58b7d22462dbbedbfa3d7203660165bccc0bedce2608d4967a5f156080,14.8491,completed,2024-05-06 21:44:11,SG
ORD00923,USR0108,0xac305be8d73595a15f906036b5ecfe508266f501,Web3 API Access - Starter,subscription,20.73,4.15,16.58,ETH,polygon,0xd633d54b8fa32ad43dbc9613c391ef55c925d650b72b98e9cdd498591366e638,13.1215,completed,2024-05-31 01:40:35,AU
ORD00924,USR0182,0xb2787002b197d4bab607397d0855e655a5353cc1,Web3 API Access - Starter,subscription,20.67,2.07,18.6,USDT,polygon,0xd288249379eb41f515fa292fdfac1951bfb8eefc07893e7276205e4b3c06c3b8,10.8932,completed,2024-08-11 08:14:24,AE
ORD00925,USR0052,0x01ed45d1e3cc257df381ce396cfc2c1d7026e99f,NFT Marketplace Pro,subscription,90.37,4.52,85.85,ETH,arbitrum,0x2f47dfc3033bc941cd32b0b27c52523f58bec4794b3efebe3b50a66d67e3d4ba,8.1249,failed,2024-06-22 02:31:10,US
ORD00926,USR0126,0xcff24b5f86bb5dd7d36acebc918329b8ac67a2c3,Web3 API Access - Starter,subscription,19.9,0.0,19.9,credit_card,,,,completed,2024-01-16 04:17:47,UK
ORD00927,USR0089,0xc130f381300964d81d4319ee470d6e3711551cff,Crypto Tax Reporter,one_time,83.9,0.0,83.9,ETH,binance_smart_chain,0x13c0c83830b87d50874d55174a2d27aac6cb8635d4977fc78eaa051d2033b841,3.1039,completed,2024-11-15 18:55:12,IN
ORD00928,USR0111,0xa1535c8d78dfd235567dfce0489c2af2293e2ec0,Web3 API Access - Starter,subscription,17.8,1.78,16.02,credit_card,,,,completed,2024-09-12 23:04:16,JP
ORD00929,USR0179,0xaafb3e3ce80442cb81f18286cdb774fa642bb19c,NFT Marketplace Pro,subscription,92.23,13.83,78.4,BTC,arbitrum,0x44d438b6fd052db04cdcf702e1f496094f6c66c646a85c8525d870dd7fbadb10,,completed,2024-12-04 02:01:01,FR
ORD00930,USR0018,0x8c18674e397d5824f482dbea88fc9f02d02153c7,DeFi Portfolio Tracker,subscription,53.83,5.38,48.45,BTC,ethereum,0xaf8208efddbc350d93d318e46e52fd742fd02ac6c7fa86a40ca9c5cd377fcdf6,,pending,2024-06-08 17:23:24,KR
ORD00931,USR0027,0x3ba35621a8b4afa459ab7703717f87ac6aeb485d,Web3 API Access - Pro,subscription,146.32,0.0,146.32,ETH,solana,0x154ce4847488156a169cb4332f9493dfe4b3aaa5205db126f452c61fc3496e8b,7.8379,completed,2024-05-06 14:39:45,AE
ORD00932,USR0019,0x71fd6a8d54195ff8ba628bc20299c5fdb84f79e8,Web3 API Access - Starter,subscription,18.62,0.0,18.62,USDC,binance_smart_chain,0x0f4e5f880c65666ccde8d569aaa7fde6ff30e480417d8e06c86fe924986d2d35,0.6557,completed,2024-10-16 16:49:38,IN
ORD00933,USR0035,0x03be5fa09199a94c6daaccbf4a9e819119a9c01d,Token Launch Kit,one_time,995.95,0.0,995.95,USDT,ethereum,0x15f4519fbb7832407352e40e4c3334e2d1937823f8453e8f6059d96bcace3cd1,10.0268,completed,2024-06-29 07:04:55,IN
ORD00934,USR0113,0xbf6cdca338f41e36e725ff7cc5abf5e16b999d85,Smart Contract Audit Tool,one_time,533.09,0.0,533.09,USDT,ethereum,0xc3782a44e413c018bba78315c96890fcfd18055874710f2700ba1607ae89ad60,1.9575,completed,2024-04-18 09:47:27,BR
ORD00935,USR0137,0x885ac28e7e4fc55f8e7b7671ca91f6481ccc65da,Node Monitoring Service,subscription,30.53,4.58,25.95,ETH,solana,0x353e8802679d4c8d0fd4659198b90d9ceb828ca994564bba92cab4367c5b51da,6.8895,completed,2024-09-17 17:49:42,UK
ORD00936,USR0183,0xf37febffb021ac3c9d22247e4e99c74f1c9a92b3,NFT Marketplace Pro,subscription,93.38,14.01,79.37,SOL,ethereum,0xf1e0aa7916950105f9fc0bc40c708f364b84f8686d5243e966f740d8e22dc816,12.2669,completed,2024-07-25 17:23:04,IN
ORD00937,USR0184,0x5807dc15ab3dea6c0f52375b1f8e7e78d59b1d2c,Blockchain Analytics Dashboard,subscription,196.77,19.68,177.09,USDC,ethereum,0x73c5e70b82bb1237f48a9ecf5fbd2197d30965c7bc92776e7a2d89227bb1d1ed,11.6999,completed,2024-04-29 17:47:25,FR
ORD00938,USR0064,0x2ddd067071d26cda1c242531f9467d75c7684e95,Token Launch Kit,one_time,917.36,45.87,871.49,USDC,ethereum,0x92c07eb13b51577052d6a5f233147ebbf60b3cacbab16f5596d1d7dc22798dc4,5.3882,pending,2024-03-18 16:00:06,AE
ORD00939,USR0172,0x535bd5841977df3c752d49d61659785498d20667,Blockchain Analytics Dashboard,subscription,182.94,36.59,146.35,ETH,optimism,0x10e92d236378e3fc094e6a7b581d05188084d6b259a64b80bd6f2cc1534bacdf,10.9982,completed,2024-12-08 15:30:07,IN
ORD00940,USR0132,0xf3809546aecf13ff7273cb26a592ce936f99f9ef,Blockchain Analytics Dashboard,subscription,201.47,0.0,201.47,ETH,arbitrum,0x4e0c365e526f7ffde274d7f8cfc32e6bbd982f3648a4127d642ec91c53928e42,14.0477,completed,2024-05-05 07:35:29,IN
ORD00941,USR0110,0xddabeea93c904cda3030afdb2137bc2a301f67c8,Blockchain Analytics Dashboard,subscription,193.29,0.0,193.29,credit_card,,,,completed,2024-02-11 02:55:21,KR
ORD00942,USR0168,0xfb04077296d5fbfcd90771945c7ae82a6cbc224e,Token Launch Kit,one_time,990.76,0.0,990.76,BTC,optimism,0x95a03ece9b5e07fbc9ae11221f4f4343c5316f7f8b725ad8c46c263d9d6b2a79,,completed,2024-03-23 15:08:27,BR
ORD00943,USR0095,0xd56cf51b64d7fbf7e08277278d2ea61b00e77470,NFT Marketplace Pro,subscription,97.24,19.45,77.79,credit_card,,,,completed,2024-03-25 21:08:05,SG
ORD00944,USR0027,0x3ba35621a8b4afa459ab7703717f87ac6aeb485d,Web3 API Access - Pro,subscription,159.44,0.0,159.44,USDC,solana,0x2cdadb1cd1627e8ff340f7f0696d73b7f63611605976d4c44501e184b7d6f09b,9.1981,completed,2024-12-24 03:44:59,AE
ORD00945,USR0179,0xaafb3e3ce80442cb81f18286cdb774fa642bb19c,Node Monitoring Service,subscription,30.12,0.0,30.12,SOL,polygon,0x97cad5c62679b897f85d0eca430363c81ae40b3a4b9530ade82f8cd3b94606c0,11.5449,completed,2024-10-26 14:01:43,FR
ORD00946,USR0171,0xe036f921fac7adba6b2c37438e56607a19a9de20,Web3 API Access - Starter,subscription,19.41,1.94,17.47,credit_card,,,,completed,2024-01-07 20:29:55,JP
ORD00947,USR0131,0x2f61b5c7960daf3c5653cc838d50b5b753f2ba22,DeFi Portfolio Tracker,subscription,53.79,0.0,53.79,USDT,ethereum,0x7d751e3d79b5c0c13c04cecd483da24d88dab767623fedc01f5d0984f6303dac,11.5046,completed,2024-09-30 15:37:10,IN
ORD00948,USR0061,0x6ddb7d2671dcdf06cea36c8e75d3870de913db35,Node Monitoring Service,subscription,26.56,0.0,26.56,credit_card,,,,completed,2024-08-28 16:38:23,UK
ORD00949,USR0076,0xe9ec297eef5400d6bbb3f98d953052c6d8135f7c,DeFi Portfolio Tracker,subscription,50.39,0.0,50.39,USDT,optimism,0x68dc0986d7e8299f38ee687089640ed6a83a529fda23756fe1dda711db9fd66b,14.834,completed,2024-03-20 09:00:33,DE
ORD00950,USR0085,0xa7f84dca1020dfde753fe465f382240eb8b813f8,Smart Contract Audit Tool,one_time,527.64,0.0,527.64,credit_card,,,,completed,2024-09-06 22:48:21,CA
ORD00951,USR0166,0xa2893139d798c01e1f33e7aafc750bf4d9390cab,Crypto Tax Reporter,one_time,84.48,0.0,84.48,ETH,solana,0xc5ec40228588914d2c9a433e992ba07a58634c884e6f74d7807b747c3b000182,3.4844,completed,2024-03-29 22:31:41,IN
ORD00952,USR0171,0xe036f921fac7adba6b2c37438e56607a19a9de20,DeFi Portfolio Tracker,subscription,51.15,5.12,46.03,USDT,binance_smart_chain,0xdf12840a81e772460ca824a99ebafd69675057d3a835e7026f5f852e7a066097,5.1637,completed,2024-09-27 09:46:54,JP
ORD00953,USR0002,0xacf542a51d8b0121d44bd8e876d2dc9dc9233c39,Blockchain Analytics Dashboard,subscription,217.06,0.0,217.06,ETH,optimism,0x66461de5e581a5a2ec6520df0434c07b46819b69e245d34497879ffd2f55d8e6,14.105,completed,2024-01-28 04:18:24,UK
ORD00954,USR0045,0x84e995a694c719f6fb176e12c7540e94fdf63f81,Wallet Intelligence Report,one_time,161.87,0.0,161.87,USDC,arbitrum,0x8d8bff42469f16931fc43691ce5db732c2b2ababdac9a329465bb410e616c9db,6.6805,completed,2024-11-04 20:06:34,DE
ORD00955,USR0043,0x6e552dc21e009ad8f7da84879177ade969b2185c,DeFi Portfolio Tracker,subscription,50.04,0.0,50.04,USDT,solana,0xb7899b9e713bc462f925d1c43177fbe1bf2f274bea0732021b276c6826552cbe,6.9999,completed,2024-03-09 12:29:53,US
ORD00956,USR0070,0x354b9fcedd419b55319fef1e1156801a065e1580,Web3 API Access - Starter,subscription,18.61,0.0,18.61,credit_card,,,,completed,2024-05-19 15:32:47,DE
ORD00957,USR0109,0xe7c152f3f5b21b0cf642ded735cf7ce8a99da8e5,Web3 API Access - Pro,subscription,156.76,31.35,125.41,USDC,binance_smart_chain,0x4de8226c76b91ffdc42f15532b496ef5b772ba771d742ea69b3edf704b3e05c9,11.548,completed,2024-06-17 07:51:53,JP
ORD00958,USR0022,0x0cb9339ecffd58f01ce0a8898a1229d6c671cc6a,Crypto Tax Reporter,one_time,79.84,0.0,79.84,credit_card,,,,completed,2024-02-29 08:11:13,US
ORD00959,USR0119,0x26e72fbf6044bdb7f70644fc41c03c431bb142c3,Crypto Tax Reporter,one_time,79.98,4.0,75.98,BTC,ethereum,0xf1b640bd716df4312495e7a99de6fdf9f2c6ef2ed1e8e5370f408bec5b03ee3c,,completed,2024-05-25 16:37:20,US
ORD00960,USR0121,0x46297af8fe9c84d17683f77c4a647eb48d94fac6,DeFi Portfolio Tracker,subscription,44.14,8.83,35.31,SOL,arbitrum,0x685c87966a0567ab737922d78ee173083db6c6f1b559cd6684a6336dbfa9076a,11.0175,completed,2024-03-14 15:26:26,AU
ORD00961,USR0107,0xead6d5483cbdd10f547ed3e528059f17add6c202,Node Monitoring Service,subscription,28.33,0.0,28.33,USDT,optimism,0xc4c1c06470a02972591adf31ff52cf34fd3030940bc39adda6b87241f378cf1b,1.5329,refunded,2024-05-24 21:57:45,IN
ORD00962,USR0032,0x83888943ff47fb29cde5f9aab7645d2c17fd3f8a,Node Monitoring Service,subscription,27.23,1.36,25.87,SOL,solana,0xccc7868a749f47bd4bd61b218efb556a79bf039e300a0fec1b142636a34be6b8,5.5544,pending,2024-03-04 01:19:37,UK
ORD00963,USR0163,0x9c9005185e8f8f4ff6818a9d27fe17ebf594ee93,Token Launch Kit,one_time,976.09,48.8,927.29,ETH,optimism,0x526bfe71795fa3374bedb0a2dd8e87ba2d39f9696975f33115ae3029d8cca2bc,4.0141,completed,2024-09-09 18:53:12,BR
ORD00964,USR0093,0x61bf324db06c4f7465ffc1d46325cd667ab81c3b,NFT Marketplace Pro,subscription,92.03,9.2,82.83,SOL,binance_smart_chain,0x93e460a24248a1a194c350a9dd0b0a2736300ad29685eb6ba4380920f10e7c56,2.6368,completed,2024-09-07 14:56:40,US
ORD00965,USR0149,0x31b532d133caedf0ce3e6eb722c5c9047ccfdc36,Smart Contract Audit Tool,one_time,458.31,68.75,389.56,credit_card,,,,completed,2024-10-26 09:58:53,AU
ORD00966,USR0181,0x90ea0302b4ff904b409f77aa86267390a828adaa,Wallet Intelligence Report,one_time,149.55,0.0,149.55,ETH,binance_smart_chain,0xba460f891db3fe271b4303ccf90a4eb1e3cadb3559c65bc00fe4db009fe6b03a,12.5314,refunded,2024-02-01 04:54:02,US
ORD00967,USR0078,0xc399b75df9b050d9abe323fd23b976c8951fb5e9,Web3 API Access - Pro,subscription,160.52,16.05,144.47,SOL,solana,0xed4052012f7d01ab3612e5ebce08abba057c2e8ce43a4b762ede3e9a2271b11c,6.4683,refunded,2024-09-12 17:32:05,KR
ORD00968,USR0187,0x7d9a2b8f9316a8ef1f50168684d861d8095e040b,Blockchain Analytics Dashboard,subscription,210.01,0.0,210.01,BTC,polygon,0xc24e880561503ba521102e1d18f4214252bfacaa0e786a0fc15d3df2acdfa7d3,,completed,2024-08-10 09:07:40,AU
ORD00969,USR0192,0xc13062845291792179ebdeb528399ba276a79f33,Node Monitoring Service,subscription,31.82,6.36,25.46,USDC,binance_smart_chain,0xf252da48f39b0161c73677b61f851d63486d5bcf632de76eef836c6f60388f57,1.9046,completed,2024-01-03 11:50:29,FR
ORD00970,USR0107,0xead6d5483cbdd10f547ed3e528059f17add6c202,Web3 API Access - Pro,subscription,155.94,0.0,155.94,BTC,polygon,0x17dd06033fb58cf793f8f4c0ee3a4a3af106875430390530986819379a79595b,,completed,2024-04-21 23:31:33,IN
ORD00971,USR0035,0x03be5fa09199a94c6daaccbf4a9e819119a9c01d,DeFi Portfolio Tracker,subscription,53.4,2.67,50.73,ETH,arbitrum,0x9bd31da5fa6762a8b8d6e837f392424820da67364a90af5b4bb52f6c4f62003e,3.1918,completed,2024-07-14 04:41:58,IN
ORD00972,USR0047,0x6fbba4db8d8ba7b0151643bda4254db2dafffb7d,DeFi Portfolio Tracker,subscription,52.64,2.63,50.01,USDT,optimism,0xc3b71fb5483d226bda0ba0b5dea5ec096323cd847bcc46b12b3acfb312b7f70a,2.0833,completed,2024-12-16 09:47:47,FR
ORD00973,USR0021,0x3b314d1abed1f7007b8538045316369d4ed947be,Crypto Tax Reporter,one_time,75.47,0.0,75.47,USDT,ethereum,0xa90a89d1c5c68acca07087b8ac18121da9743b4a57319e3167cac594f38dd5c8,3.9043,completed,2024-02-18 10:06:59,JP
ORD00974,USR0195,0x0172f671ad1a25dbfc2cde59cd4a4e323f8a3c39,Blockchain Analytics Dashboard,subscription,209.02,0.0,209.02,USDT,optimism,0x242f22ca80ddb8ef40f1918267cddcc0341a0c8b869e230e4f38f2368253cee8,11.9435,completed,2024-04-13 08:03:08,CA
ORD00975,USR0055,0xecedeeec059c11c58d4697924b19aec9ab61786d,Web3 API Access - Pro,subscription,152.07,30.41,121.66,credit_card,,,,completed,2024-05-25 21:27:32,CA
ORD00976,USR0122,0xc4979c93c51912d4c14cd487be03b7933e58243d,Token Launch Kit,one_time,973.18,0.0,973.18,ETH,solana,0x632180ec8cf4e4014200e79d7b0256279c89fa28248b1ec682d8c0f65ef4a369,14.1444,completed,2024-05-10 16:52:30,AE
ORD00977,USR0097,0xef8c3023227923e9f9b2116b91b9a0ba099b5f2f,Wallet Intelligence Report,one_time,160.12,32.02,128.1,USDC,ethereum,0x46e5f5e8fd3894ca2a42e75928bb30159677414ab9c50241532d80ef054ff49f,7.1253,completed,2024-05-18 06:25:58,SG
ORD00978,USR0186,0x89ec966fb54fbd4502e696e37261b09260fcdfe0,Smart Contract Audit Tool,one_time,535.83,0.0,535.83,ETH,optimism,0xe5f9d54f889b7cab35fe87612508d7c4ebfbc649b8b0d3086a8fb99e59b22430,5.8422,completed,2024-02-17 17:27:36,AU
ORD00979,USR0169,0xfc6350d09ebd867039317e1f6c7b47fc1d3bf264,Web3 API Access - Starter,subscription,17.81,2.67,15.14,USDC,solana,0x9698efbe874e053529b20ec78023d448084823a0ea540909ea9875c1d4a6795e,9.6898,completed,2024-09-13 09:46:29,AE
ORD00980,USR0189,0xe3cae767b9f90338af2d6335f0802d50956b00ac,Token Launch Kit,one_time,1020.33,51.02,969.31,USDT,optimism,0xb930cccbc5de5187326fdc4d6104cbb3c4f3f61cd9a75dad29915ffb1966079b,12.0124,completed,2024-03-31 16:55:27,CA
ORD00981,USR0122,0xc4979c93c51912d4c14cd487be03b7933e58243d,Blockchain Analytics Dashboard,subscription,203.27,30.49,172.78,USDT,polygon,0xe892a8941668b75f1279ca66a4497e6a105f3ff77e0dfde0f49988d4e2208a94,13.2054,completed,2024-04-24 03:00:05,AE
ORD00982,USR0184,0x5807dc15ab3dea6c0f52375b1f8e7e78d59b1d2c,Web3 API Access - Pro,subscription,157.85,0.0,157.85,USDT,optimism,0x7e5cd10f4b6d129836053bb90f2d5aa2fd077059a9ffa94b90c8d8ec2982dc28,14.8147,completed,2024-07-12 08:59:52,FR
ORD00983,USR0115,0x007cc25517fc5582e51b137fc3fc0b88063d1f31,Blockchain Analytics Dashboard,subscription,188.69,0.0,188.69,SOL,polygon,0x0cf819605502a46c44b298e23d52364f83107bdba931c6799405eae991cdce96,10.6487,completed,2024-07-28 23:23:24,FR
ORD00984,USR0184,0x5807dc15ab3dea6c0f52375b1f8e7e78d59b1d2c,NFT Marketplace Pro,subscription,95.56,4.78,90.78,ETH,solana,0x0bdede58a6bdd2558530893d37b2b0c29bec2dac8e228993f95dee0b249df2a1,10.928,completed,2024-12-26 18:36:12,FR
ORD00985,USR0172,0x535bd5841977df3c752d49d61659785498d20667,Blockchain Analytics Dashboard,subscription,200.37,30.06,170.31,USDC,binance_smart_chain,0xdc3eec4fea01ae3485c16b5d2e50d3fa5c281e0f128691637bcaa35812b28b6c,12.0353,completed,2024-12-24 08:31:28,IN
ORD00986,USR0058,0x8ebb7c3fbd8ea46f9820f81bfdf2ada56da8a54b,Wallet Intelligence Report,one_time,136.03,0.0,136.03,SOL,binance_smart_chain,0x836eafa534618ae8503a7ce4bcd9172b6ab13d00d743ad6e3f63ba68aea57939,11.273,completed,2024-08-21 06:44:16,JP
ORD00987,USR0168,0xfb04077296d5fbfcd90771945c7ae82a6cbc224e,Web3 API Access - Pro,subscription,158.19,0.0,158.19,USDC,solana,0xd69b345ec8aa092496324ca530779a48ddf00ab08f4dc81741563bb2b364a790,4.7192,refunded,2024-06-18 16:47:00,BR
ORD00988,USR0088,0xd1318b78a0eb2dde5d36ba03b70b60403e150094,Wallet Intelligence Report,one_time,162.17,16.22,145.95,ETH,solana,0xdce3ea45598dc48519c1cd91537f771eaf6279073c80753c6286649c3920e793,12.8733,pending,2024-10-16 04:20:25,FR
ORD00989,USR0148,0xcb915f1287419366b6044ea7b235b146cd8cbee8,NFT Marketplace Pro,subscription,99.7,19.94,79.76,credit_card,,,,completed,2024-08-17 03:45:20,JP
ORD00990,USR0082,0xd1a5522483617866c674628466d55d9767c84507,Token Launch Kit,one_time,1058.25,105.83,952.42,USDT,optimism,0x9a0ee667f48365a3c3c5f6e7a87829d3fc2950b731a3c041e7ac0b4a8047d894,9.0663,completed,2024-12-28 16:48:48,AE
ORD00991,USR0003,0xf6450ec13214c107ada029ba7cdbda865e4b436b,Web3 API Access - Pro,subscription,138.41,0.0,138.41,credit_card,,,,completed,2024-05-02 16:38:45,SG
ORD00992,USR0175,0xac19313a082c100dbc3c66b16efa48fe94aa97ba,Web3 API Access - Starter,subscription,17.65,2.65,15.0,USDC,optimism,0xfbb5a1517cce53e5c491066f6a926e2ab4f83df74a1f7aff2b325a3170d0e719,9.1838,completed,2024-04-20 01:24:45,CA
