date,token,open_usd,high_usd,low_usd,close_usd,volume_usd,source
2024-03-03,ETH,3098.3533,3667.5938,2793.381,3427.092,4117285213.98,binance
2024-03-03,BTC,64029.0995,71663.1176,61167.4198,61566.4727,2500693208.27,binance
2024-03-03,USDC,0.9979,1.1215,0.994,1.0129,4204391894.35,binance
2024-03-03,USDT,1.0591,1.048,0.9149,1.062,4266306911.91,coinmarketcap
2024-03-03,SOL,164.5068,196.1332,166.2306,181.2933,1579995036.55,binance
2024-03-03,MATIC,0.8368,0.8959,0.8492,0.8627,2735149183.36,coinmarketcap
2024-03-03,ARB,1.1918,1.2954,1.1991,1.1108,3736896476.18,coinmarketcap
2024-03-03,OP,2.0356,2.2133,1.8416,2.263,2451689731.64,coinmarketcap
2024-03-03,BNB,431.9974,463.9258,373.8982,441.4627,3520241567.45,coingecko
2024-03-03,LINK,19.3956,20.7428,16.3431,19.5505,2592989937.07,binance
2024-03-04,ETH,3333.563,3412.0741,2970.7656,3239.9298,1922600220.28,coingecko
2024-03-04,BTC,64777.8787,72059.9489,62663.9797,68091.3896,3315320135.98,coingecko
2024-03-04,USDC,0.9797,1.0087,0.9557,1.0459,3601197752.62,coinmarketcap
2024-03-04,USDT,0.9924,1.0238,0.9912,0.9495,3513639404.21,coinmarketcap
2024-03-04,SOL,185.7595,177.3652,172.4228,169.0122,1967208871.75,binance
2024-03-04,MATIC,0.8785,0.9164,0.8443,0.8047,4568846266.95,binance
2024-03-04,ARB,1.2143,1.3136,1.0445,1.1326,1555041791.15,coingecko
2024-03-04,OP,2.1518,2.3042,2.0464,2.1736,394037504.61,binance
2024-03-04,BNB,404.5909,440.9043,400.8071,418.9112,2192750268.92,coinmarketcap
2024-03-04,LINK,18.4395,18.5642,17.6874,19.1385,3306209595.19,binance
2024-03-05,ETH,3367.4782,3467.6431,2950.4335,3170.2503,1344030356.33,coinmarketcap
2024-03-05,BTC,62230.6189,71287.6525,62330.0345,60304.6806,770389892.57,coingecko
2024-03-05,USDC,1.0396,1.006,0.9283,1.0522,2429590441.44,coingecko
2024-03-05,USDT,1.0656,1.1203,0.9963,0.9899,1445759800.73,binance
2024-03-05,SOL,174.3794,182.0379,155.5834,176.0691,552641015.96,coinmarketcap
2024-03-05,MATIC,0.9001,0.907,0.7772,0.8738,4491886921.76,coinmarketcap
2024-03-05,ARB,1.2912,1.2673,1.031,1.1226,2006844116.13,coinmarketcap
2024-03-05,OP,2.2425,2.2916,1.8287,2.1252,585949266.7,coingecko
2024-03-05,BNB,418.3406,467.8389,372.5037,413.8519,2759563152.27,binance
2024-03-05,LINK,17.1002,19.4714,18.2775,18.887,1115789013.24,coingecko
2024-03-06,ETH,3043.6958,3668.8701,2826.5248,3109.1976,2950239530.68,binance
2024-03-06,BTC,63550.7164,70825.3034,57015.2428,67800.7627,4913334030.06,binance
2024-03-06,USDC,0.9719,1.0621,0.8505,0.9868,3762775867.65,coinmarketcap
2024-03-06,USDT,1.056,1.0003,0.876,0.9427,1812570779.45,coinmarketcap
2024-03-06,SOL,183.6502,191.2262,159.6328,183.4638,2229276038.33,coingecko
2024-03-06,MATIC,0.7878,0.94,0.7253,0.7956,3779630892.08,binance
2024-03-06,ARB,1.1487,1.3459,1.0603,1.1351,4952778638.7,coingecko
2024-03-06,OP,2.0159,2.3235,1.8555,2.1632,3604040850.33,coinmarketcap
2024-03-06,BNB,407.812,471.5571,401.2079,408.9101,189050530.86,coingecko
2024-03-06,LINK,18.175,20.4558,18.1733,19.5478,404875266.24,coinmarketcap
2024-03-07,ETH,3056.8906,3443.9742,2840.4316,3242.8937,1914373675.87,coingecko
2024-03-07,BTC,61543.9363,74358.3465,64144.4815,66417.2604,716401870.22,binance
2024-03-07,USDC,1.0715,1.1225,0.8827,0.9884,3682702344.03,binance
2024-03-07,USDT,0.9279,1.1354,0.907,0.9287,2293678557.18,coingecko
2024-03-07,SOL,177.2544,177.0826,157.934,163.6788,3150332769.1,binance
2024-03-07,MATIC,0.8445,0.93,0.7301,0.9133,4139136289.39,coinmarketcap
2024-03-07,ARB,1.2494,1.3483,1.056,1.269,2875501357.11,binance
2024-03-07,OP,2.111,2.3303,1.8049,2.0547,4692463375.86,binance
2024-03-07,BNB,443.7018,423.9039,395.8739,423.9261,3270896460.23,coingecko
2024-03-07,LINK,17.8256,20.3052,17.4995,18.0013,3522334799.98,coinmarketcap
2024-03-08,ETH,3432.505,3281.7875,3069.6617,3216.6135,73777876.68,binance
2024-03-08,BTC,68247.7519,67564.5442,60390.3892,64053.7001,4757100825.82,coinmarketcap
2024-03-08,USDC,0.9915,1.0685,0.9384,0.9539,4271847631.65,coingecko
2024-03-08,USDT,0.9629,1.1063,0.9478,1.0301,3025842296.37,coingecko
2024-03-08,SOL,187.5803,199.1419,160.1286,182.4968,3089988008.15,binance
2024-03-08,MATIC,0.8605,0.9149,0.7357,0.8786,1886569299.46,binance
2024-03-08,ARB,1.2217,1.3497,1.0261,1.1638,2014725936.72,coingecko
2024-03-08,OP,2.1804,2.2947,1.8817,2.1813,892418908.32,binance
2024-03-08,BNB,392.473,452.4134,369.0779,409.0653,412788508.57,coingecko
2024-03-08,LINK,18.1314,20.6949,17.7549,18.7784,2422285058.29,binance
2024-03-09,ETH,3037.171,3410.6937,3010.7098,3385.6038,563131617.75,coinmarketcap
2024-03-09,BTC,66203.491,65216.493,59091.9212,60000.8131,4936284619.08,binance
2024-03-09,USDC,0.9844,1.0111,0.9033,0.9277,3559842464.11,coinmarketcap
2024-03-09,USDT,1.0526,1.0444,0.9497,1.0399,1045145020.84,coingecko
2024-03-09,SOL,185.8523,185.9652,166.202,178.2738,571704737.3,coinmarketcap
2024-03-09,MATIC,0.8469,0.9575,0.7501,0.8335,111201072.17,coinmarketcap
2024-03-09,ARB,1.2617,1.2489,1.1866,1.1123,2718596703.78,coinmarketcap
2024-03-09,OP,2.2012,2.3271,1.9405,2.1105,943644274.55,binance
2024-03-09,BNB,426.2868,436.8882,357.8633,433.2009,3978355830.77,coingecko
2024-03-09,LINK,18.1674,19.3351,16.6252,18.9678,1257770351.1,coingecko
2024-03-10,ETH,3006.3192,3426.1131,3164.639,3274.8867,3238984928.12,coingecko
2024-03-10,BTC,66257.4079,72981.2345,64076.4322,60478.8918,2033934034.24,coingecko
2024-03-10,USDC,1.0357,1.1364,0.9799,0.9478,904906021.1,coingecko
2024-03-10,USDT,1.033,1.1329,0.9827,1.0543,1474111634.88,coingecko
2024-03-10,SOL,185.9053,188.072,163.8227,175.8621,1325685462.36,coingecko
2024-03-10,MATIC,0.8374,0.9622,0.8306,0.8018,3233034498.08,coingecko
2024-03-10,ARB,1.2019,1.2497,1.189,1.1089,2847531043.13,coingecko
2024-03-10,OP,2.0028,2.1478,1.9182,1.9389,1035777017.61,coingecko
2024-03-10,BNB,439.8712,455.4502,419.1737,448.6197,3999477063.04,binance
2024-03-10,LINK,19.2506,19.578,18.3308,19.7017,2560206783.25,coinmarketcap
2024-03-11,ETH,3323.0295,3266.637,2999.298,3161.2289,3512543721.26,coingecko
2024-03-11,BTC,65175.0785,65294.4055,60207.8019,62345.1168,4245916391.68,binance
2024-03-11,USDC,0.9922,1.0877,0.9678,0.9674,1878885101.9,coinmarketcap
2024-03-11,USDT,0.9237,1.0711,0.9937,0.9375,4114628091.14,coinmarketcap
2024-03-11,SOL,185.8741,181.193,161.032,171.1299,1091096487.47,binance
2024-03-11,MATIC,0.873,0.8829,0.7282,0.9153,4036277357.36,binance
2024-03-11,ARB,1.2776,1.2439,1.1837,1.1411,848747788.7,coinmarketcap
2024-03-11,OP,2.1603,2.3328,2.0954,1.9982,3598340225.83,coingecko
2024-03-11,BNB,412.8251,467.3022,405.7087,444.4554,1216952404.49,binance
2024-03-11,LINK,18.5519,18.5556,16.6239,17.8067,3739284457.95,binance
2024-03-12,ETH,3411.372,3427.2022,2980.9692,3367.6366,1968878836.96,coinmarketcap
2024-03-12,BTC,67640.1049,70380.9867,64901.7016,69868.9243,4053060834.88,binance
2024-03-12,USDC,1.0303,1.0565,0.9396,0.9837,4733888561.31,coinmarketcap
2024-03-12,USDT,1.0344,1.0165,0.922,1.061,3700105482.6,coingecko
2024-03-12,SOL,175.7686,180.3492,150.2196,188.658,4822120532.41,binance
2024-03-12,MATIC,0.8496,0.9503,0.806,0.8809,1684719906.85,coinmarketcap
2024-03-12,ARB,1.1826,1.2606,1.0802,1.224,4184838589.96,coingecko
2024-03-12,OP,2.2417,2.32,1.9545,1.9575,1530392071.49,coingecko
2024-03-12,BNB,427.2471,427.872,397.1918,423.6965,777956592.21,coinmarketcap
2024-03-12,LINK,19.3055,18.6784,17.6983,17.2709,46895819.52,coingecko
2024-03-13,ETH,3287.7052,3477.0158,2885.2673,3283.998,3636423141.51,binance
2024-03-13,BTC,61574.9485,70292.0085,59341.6958,69715.6294,2520671268.76,binance
2024-03-13,USDC,1.0762,1.0973,0.9292,0.9255,3671058361.43,binance
2024-03-13,USDT,0.9562,1.0497,0.8652,0.9985,716852805.4,coingecko
2024-03-13,SOL,169.1674,182.1596,157.1086,171.4146,2758963482.03,coinmarketcap
2024-03-13,MATIC,0.8492,0.921,0.8105,0.8967,4674996053.25,coinmarketcap
2024-03-13,ARB,1.1726,1.2898,1.0468,1.1751,606229948.97,coingecko
2024-03-13,OP,2.0608,2.1071,1.8291,2.1062,3373117580.66,coinmarketcap
2024-03-13,BNB,418.3687,475.308,384.2782,394.5549,884653388.2,coingecko
2024-03-13,LINK,18.734,19.793,16.4123,18.3414,1736517400.54,coinmarketcap
2024-03-14,ETH,3283.6965,3412.5547,3130.7288,3314.481,519364316.82,binance
2024-03-14,BTC,66003.2018,73302.2288,64803.9584,64423.7087,461706882.01,coinmarketcap
2024-03-14,USDC,0.9463,1.0537,0.9003,0.9416,3033930368.29,coingecko
2024-03-14,USDT,1.0756,1.0838,0.875,1.0616,3252177667.18,binance
2024-03-14,SOL,174.3372,190.3523,171.9373,181.7736,3423414295.39,coinmarketcap
2024-03-14,MATIC,0.8282,0.9484,0.8482,0.8438,656438077.37,coinmarketcap
2024-03-14,ARB,1.2893,1.239,1.1603,1.254,2601176049.75,coinmarketcap
2024-03-14,OP,1.9799,2.1073,1.8078,2.0011,2622120837.39,coinmarketcap
2024-03-14,BNB,418.3858,449.3533,399.187,408.9827,3182971875.42,coingecko
2024-03-14,LINK,18.3342,19.2219,16.6841,18.8409,1368666721.76,coingecko
2024-03-15,ETH,3038.5748,3304.789,2915.834,3365.3237,3465843508.71,binance
2024-03-15,BTC,68302.3295,68161.1226,58908.8966,63950.3073,3445866462.43,binance
2024-03-15,USDC,1.0584,1.0596,0.9639,0.9625,1538767333.1,binance
2024-03-15,USDT,0.9745,1.1062,0.8836,0.9705,621163967.92,binance
2024-03-15,SOL,172.4614,183.4763,161.5937,162.2147,4256657699.77,binance
2024-03-15,MATIC,0.8985,0.9352,0.8392,0.8,2398592223.42,binance
2024-03-15,ARB,1.1379,1.2844,1.0627,1.1979,4162704496.25,binance
2024-03-15,OP,2.0522,2.1798,1.9814,2.0488,3786660401.39,binance
2024-03-15,BNB,443.8506,461.2505,360.8703,407.4158,2357786752.05,coinmarketcap
2024-03-15,LINK,19.0608,20.7243,18.1642,17.3048,2631269506.79,coinmarketcap
2024-03-16,ETH,3088.7584,3333.325,2991.2501,3145.9647,3447986651.39,coinmarketcap
2024-03-16,BTC,68601.3935,71408.2946,59464.5292,59980.6016,59786034.08,coinmarketcap
2024-03-16,USDC,1.0717,1.0546,0.9304,1.0581,3601095706.65,coingecko
2024-03-16,USDT,0.9203,1.0625,0.9759,0.9253,4621548649.81,coinmarketcap
2024-03-16,SOL,178.5654,175.6427,172.4601,180.2059,3793671938.56,coinmarketcap
2024-03-16,MATIC,0.8122,0.854,0.8256,0.8443,947307957.63,coingecko
2024-03-16,ARB,1.1731,1.2864,1.1562,1.1335,425845280.57,coingecko
2024-03-16,OP,2.1126,2.1774,2.0864,2.1367,1480383642.66,binance
2024-03-16,BNB,390.081,467.5459,411.5505,422.6994,2458060105.9,binance
2024-03-16,LINK,18.0613,19.0242,18.4249,17.3362,4854470030.9,binance
2024-03-17,ETH,3157.8908,3211.7928,2797.4847,3416.3994,3163240994.18,binance
2024-03-17,BTC,64369.5838,68339.4372,62585.5645,63813.8636,4116973660.22,binance
2024-03-17,USDC,1.0216,1.1495,0.8696,0.9247,753329342.75,coinmarketcap
2024-03-17,USDT,1.0058,1.0685,0.8695,1.0269,155475805.83,coingecko
2024-03-17,SOL,182.0133,178.7587,174.3618,182.7893,2147953332.2,coinmarketcap
2024-03-17,MATIC,0.8023,0.8528,0.7467,0.8552,4230870104.75,coingecko
2024-03-17,ARB,1.1489,1.2313,1.0835,1.1701,3883066952.37,coinmarketcap
2024-03-17,OP,2.2103,2.3486,1.9747,2.1722,2051169985.33,coingecko
2024-03-17,BNB,399.1422,420.9495,398.3687,405.8037,1520329199.12,binance
2024-03-17,LINK,18.1066,18.6034,15.9193,19.2531,1037894046.02,coingecko
2024-03-18,ETH,3373.5283,3521.565,2752.0451,3167.2999,1804980071.43,coinmarketcap
2024-03-18,BTC,63956.9812,70224.571,60483.6367,67341.0742,2772180649.95,coinmarketcap
2024-03-18,USDC,1.0619,1.1156,0.9591,0.9855,10433357.81,binance
2024-03-18,USDT,1.0521,1.106,0.9881,1.0447,4386199949.8,coinmarketcap
2024-03-18,SOL,166.9339,175.4459,166.582,164.0404,2984283657.26,coinmarketcap
2024-03-18,MATIC,0.8901,0.911,0.7556,0.8008,2105271308.44,binance
2024-03-18,ARB,1.2802,1.2865,1.164,1.1396,1812845932.17,coinmarketcap
2024-03-18,OP,2.0495,2.3549,1.9451,1.9395,2713491143.21,binance
2024-03-18,BNB,425.7257,482.5701,395.5276,387.0654,546370859.39,coingecko
2024-03-18,LINK,18.1402,20.9125,17.3422,17.1369,3336734968.99,coingecko
2024-03-19,ETH,3252.1743,3214.466,3065.1017,3234.5306,1361502353.25,binance
2024-03-19,BTC,62370.2366,65003.6933,57320.9976,60178.7043,3384959750.5,coinmarketcap
2024-03-19,USDC,1.025,1.1254,0.9771,1.0647,4683333644.51,coinmarketcap
2024-03-19,USDT,0.9482,1.1319,0.9229,0.9503,1572724796.06,binance
2024-03-19,SOL,171.4293,199.8307,168.8273,175.1089,847989062.34,coingecko
2024-03-19,MATIC,0.8053,0.8821,0.7735,0.8862,1422048339.7,coingecko
2024-03-19,ARB,1.2218,1.3368,1.1567,1.1598,745025449.05,coinmarketcap
2024-03-19,OP,2.0972,2.4123,1.9458,1.9352,4283513241.34,coingecko
2024-03-19,BNB,393.4082,440.239,389.015,448.7845,985356643.94,coingecko
2024-03-19,LINK,17.2881,20.494,15.8262,19.5183,1092794403.27,coinmarketcap
2024-03-20,ETH,3400.4701,3505.527,3091.9682,3013.9463,2331544197.88,coingecko
2024-03-20,BTC,62367.881,69095.545,55872.9143,68885.3611,960873277.67,coingecko
2024-03-20,USDC,0.9653,1.122,0.9082,1.0138,2788878336.06,coingecko
2024-03-20,USDT,0.9595,1.0509,0.9954,1.074,4628401917.7,binance
2024-03-20,SOL,181.0262,181.7485,171.6863,180.7761,1951905124.19,coingecko
2024-03-20,MATIC,0.8227,0.917,0.7653,0.8091,1424212593.26,coingecko
2024-03-20,ARB,1.2602,1.2775,1.1359,1.1152,4292228237.14,coinmarketcap
2024-03-20,OP,2.0858,2.1183,1.9567,2.0771,2970968367.61,coinmarketcap
2024-03-20,BNB,403.894,444.9228,415.3802,389.8778,987420866.24,coinmarketcap
2024-03-20,LINK,19.1628,20.6662,16.5541,17.1199,2268028974.6,coinmarketcap
2024-03-21,ETH,3382.3976,3239.052,3195.856,3106.6898,1225695145.47,binance
2024-03-21,BTC,68042.4453,65836.9373,59563.7414,65072.4923,3548098752.49,binance
2024-03-21,USDC,1.0207,1.105,0.936,1.046,3056321637.08,coingecko
2024-03-21,USDT,1.035,1.082,0.8564,0.9914,4338900943.48,binance
2024-03-21,SOL,175.2015,195.3841,157.2417,183.4513,3140068688.49,coingecko
2024-03-21,MATIC,0.8743,0.8722,0.7976,0.8739,589726939.44,coinmarketcap
2024-03-21,ARB,1.1873,1.3503,1.1258,1.1864,291181440.34,coingecko
2024-03-21,OP,2.2581,2.374,1.8674,2.2566,2627375793.0,coingecko
2024-03-21,BNB,413.9178,446.5865,362.2859,413.0261,1660179002.81,binance
2024-03-21,LINK,17.1743,19.9769,15.7847,17.0582,1635700558.85,coingecko
2024-03-22,ETH,3396.5203,3620.4325,3083.1454,2950.7012,3279114152.59,binance
2024-03-22,BTC,67864.214,65667.5577,63489.1142,67056.9406,4273899691.41,coingecko
2024-03-22,USDC,1.0296,1.0646,0.853,0.9682,3282601740.99,coingecko
2024-03-22,USDT,0.9255,1.0197,0.9983,0.9973,1501464249.58,coinmarketcap
2024-03-22,SOL,183.1387,184.8474,152.3138,188.1723,217176428.69,coinmarketcap
2024-03-22,MATIC,0.8174,0.9055,0.7344,0.8565,2870931229.55,coingecko
2024-03-22,ARB,1.2849,1.2978,1.059,1.236,2852657958.51,coingecko
2024-03-22,OP,1.9572,2.2597,1.8652,2.0809,2207858870.11,binance
2024-03-22,BNB,425.846,442.7758,377.6059,393.3457,388357332.85,coinmarketcap
2024-03-22,LINK,19.5568,18.5695,16.2588,17.5468,4072240975.53,coinmarketcap
2024-03-23,ETH,3377.7347,3394.2199,2816.6759,3299.6083,3652640884.09,coingecko
2024-03-23,BTC,61099.1105,68745.7306,55273.7377,68615.3399,2200925128.05,coingecko
2024-03-23,USDC,1.0291,1.1495,0.8613,0.9643,4736053569.43,binance
2024-03-23,USDT,1.0665,1.0987,0.9101,1.0592,26104747.05,binance
2024-03-23,SOL,185.6578,182.8295,151.95,162.652,957611652.49,binance
2024-03-23,MATIC,0.8283,0.948,0.7466,0.8684,1550270952.95,coingecko
2024-03-23,ARB,1.1317,1.278,1.1952,1.2002,425362407.14,binance
2024-03-23,OP,2.1805,2.2502,2.0954,2.1217,450375804.06,coingecko
2024-03-23,BNB,412.4071,462.5045,398.9583,421.4945,2993572221.08,coingecko
2024-03-23,LINK,19.4692,20.9094,17.409,19.9329,298415455.19,coingecko
2024-03-24,ETH,3260.463,3383.4306,2981.7508,3077.6675,373105515.24,binance
2024-03-24,BTC,68597.7098,66814.1177,60054.2487,62063.7192,462789331.29,coinmarketcap
2024-03-24,USDC,1.0389,1.122,0.8992,1.0062,3995145785.14,coinmarketcap
2024-03-24,USDT,1.0264,1.014,0.96,1.0757,474596736.07,binance
2024-03-24,SOL,185.1233,194.2012,162.8683,181.938,842644672.23,coingecko
2024-03-24,MATIC,0.8173,0.8896,0.8281,0.788,3305135495.02,coinmarketcap
2024-03-24,ARB,1.2793,1.2377,1.0368,1.1656,3512207511.12,binance
2024-03-24,OP,2.2046,2.1924,1.8293,2.1659,1460681076.46,coingecko
2024-03-24,BNB,436.1082,431.5604,360.755,417.7497,4859233742.03,binance
2024-03-24,LINK,17.3451,18.5682,17.7337,17.1079,2741854873.79,binance
2024-03-25,ETH,3298.7445,3486.5718,2849.5713,3320.7551,3721278831.21,binance
2024-03-25,BTC,67489.6224,68951.9647,64994.8918,61470.8401,4661796981.18,coingecko
2024-03-25,USDC,0.9843,1.0367,0.865,1.0706,2320815803.67,binance
2024-03-25,USDT,0.9798,1.0476,0.9984,0.9662,1062755342.99,coinmarketcap
2024-03-25,SOL,174.3658,195.6412,156.2434,170.6559,4465989142.42,coingecko
2024-03-25,MATIC,0.903,0.8885,0.7347,0.8197,1596406510.79,coingecko
2024-03-25,ARB,1.2564,1.3,1.0269,1.2039,4850945006.69,binance
2024-03-25,OP,2.0416,2.1715,2.0592,1.9338,945829462.75,coingecko
2024-03-25,BNB,426.1867,470.3713,363.0827,445.4551,4628496932.91,binance
2024-03-25,LINK,17.5065,20.7268,17.6224,19.3585,3819746473.65,coinmarketcap
2024-03-26,ETH,3000.3908,3568.8902,2895.5837,3247.935,2214740836.77,coinmarketcap
2024-03-26,BTC,69427.8246,66964.8177,60422.7206,65018.1963,185899031.56,binance
2024-03-26,USDC,1.033,1.0961,0.9889,0.9937,1741624509.03,coingecko
2024-03-26,USDT,1.041,1.0014,0.8865,0.9533,3475202811.62,binance
2024-03-26,SOL,185.6284,177.7656,154.7247,176.9346,4127312794.01,coingecko
2024-03-26,MATIC,0.8845,0.9399,0.8254,0.8656,1401469760.87,binance
2024-03-26,ARB,1.2885,1.3234,1.1838,1.2862,696157693.24,coingecko
2024-03-26,OP,2.2223,2.3372,1.9018,1.9668,2758669853.1,coingecko
2024-03-26,BNB,433.4903,454.1595,378.6439,389.713,2036431525.71,coinmarketcap
2024-03-26,LINK,18.7994,20.4548,16.3537,18.1913,470350345.48,coinmarketcap
2024-03-27,ETH,3387.9774,3211.7053,3067.4684,3098.2637,1751911478.48,binance
2024-03-27,BTC,69031.3664,72913.6785,59075.6113,63985.5442,2963746279.36,coingecko
2024-03-27,USDC,0.9974,1.046,0.9238,0.9226,2404966429.58,binance
2024-03-27,USDT,1.0269,1.0498,0.8708,1.0172,3094239822.88,binance
2024-03-27,SOL,177.9698,189.3312,160.3746,185.9291,2845801588.11,coinmarketcap
2024-03-27,MATIC,0.7861,0.9072,0.795,0.7932,2091014643.99,binance
2024-03-27,ARB,1.2111,1.2048,1.1806,1.1709,4630375669.26,coinmarketcap
2024-03-27,OP,1.9496,2.3551,1.8621,2.2219,1485110234.68,binance
2024-03-27,BNB,451.7723,479.355,401.7432,415.528,2629262966.26,binance
2024-03-27,LINK,18.0034,18.5727,16.5696,18.1676,3888178062.65,coinmarketcap
2024-03-28,ETH,3274.04,3446.2716,3159.6678,3292.9746,316831884.97,binance
2024-03-28,BTC,68412.235,67376.938,56575.6713,62924.8373,3600125358.71,coingecko
2024-03-28,USDC,0.971,1.144,0.9894,1.0767,449920326.86,coingecko
2024-03-28,USDT,0.9403,1.0697,0.9859,1.0678,3558595185.4,coinmarketcap
2024-03-28,SOL,164.9931,194.5599,165.1423,171.3053,4564217477.64,coingecko
2024-03-28,MATIC,0.8282,0.9349,0.7234,0.8764,2820172934.59,binance
2024-03-28,ARB,1.2457,1.2263,1.1998,1.1164,2310264746.19,coinmarketcap
2024-03-28,OP,2.0669,2.4078,1.8501,2.144,740738350.27,coinmarketcap
2024-03-28,BNB,426.6579,429.9176,390.1308,429.2569,459891267.35,binance
2024-03-28,LINK,18.8605,21.2163,16.8714,18.61,1106977954.15,binance
2024-03-29,ETH,3455.989,3618.5482,2775.9134,3010.6497,198076882.6,coinmarketcap
2024-03-29,BTC,67244.0989,65317.3133,64527.8691,65930.4569,1162956950.31,coinmarketcap
2024-03-29,USDC,0.9733,1.1087,0.8563,1.0268,4996768620.91,coingecko
2024-03-29,USDT,0.9303,1.0032,0.8974,1.009,4288992342.09,coingecko
2024-03-29,SOL,169.8717,182.1158,152.4461,161.5276,4614473686.86,coinmarketcap
2024-03-29,MATIC,0.8304,0.9527,0.7804,0.8218,2615369443.69,coinmarketcap
2024-03-29,ARB,1.1133,1.2636,1.0932,1.1486,4146217522.59,coingecko
2024-03-29,OP,1.9622,2.3175,1.9837,2.2671,266476783.06,binance
2024-03-29,BNB,415.8221,473.8395,372.3102,430.4876,1854770353.94,coinmarketcap
2024-03-29,LINK,19.2544,20.1361,17.0449,18.6656,1272977070.92,coingecko
2024-03-30,ETH,3211.4007,3279.1397,3114.4674,3212.2938,432243452.68,binance
2024-03-30,BTC,65290.5693,69281.8491,59233.6691,68406.9282,33408436.8,coinmarketcap
2024-03-30,USDC,0.9965,1.0764,0.9652,1.019,3007588073.08,coinmarketcap
2024-03-30,USDT,0.9953,1.0785,0.9729,0.9692,4089689447.23,binance
2024-03-30,SOL,180.5593,201.2037,160.8516,181.407,2013429393.72,coingecko
2024-03-30,MATIC,0.8178,0.9172,0.785,0.8748,809859427.55,binance
2024-03-30,ARB,1.2048,1.3598,1.1444,1.2372,609683355.3,binance
2024-03-30,OP,2.0521,2.3924,1.9819,2.0908,2376277381.83,coingecko
2024-03-30,BNB,413.5687,443.9646,409.815,440.6067,4964250941.98,coingecko
2024-03-30,LINK,18.0845,19.6878,17.8483,18.0035,1681050618.9,coingecko
2024-03-31,ETH,3078.8118,3637.8436,3011.1747,3202.8484,326817715.31,coingecko
2024-03-31,BTC,70083.8406,70798.3236,61045.2237,63392.0386,792329772.53,binance
2024-03-31,USDC,1.0122,1.1263,0.8659,1.0235,1815784668.33,binance
2024-03-31,USDT,0.9598,1.0491,0.9267,1.0683,3830599569.62,coinmarketcap
2024-03-31,SOL,168.363,180.4788,154.8174,175.0892,223273538.43,coinmarketcap
2024-03-31,MATIC,0.7968,0.8632,0.7588,0.8315,412876545.31,binance
2024-03-31,ARB,1.1858,1.2839,1.0791,1.183,3341205875.54,coinmarketcap
2024-03-31,OP,1.966,2.3787,1.9274,2.0545,3663723976.82,coinmarketcap
2024-03-31,BNB,443.8945,462.4013,395.6382,433.4073,2585455587.36,coingecko
2024-03-31,LINK,19.8528,19.1841,18.4919,19.6315,2818671781.18,coinmarketcap
2024-04-01,ETH,3418.4127,3324.7629,3039.0978,3130.3844,4450404280.88,coingecko
2024-04-01,BTC,62889.6975,73415.9228,60510.4889,63523.1325,281045987.05,binance
2024-04-01,USDC,1.041,1.0054,0.8512,0.9998,3894416965.44,binance
2024-04-01,USDT,1.0153,1.0461,0.9634,0.9572,1383330794.25,coinmarketcap
2024-04-01,SOL,163.311,193.9076,157.1473,175.3005,2368593949.15,coingecko
2024-04-01,MATIC,0.8217,0.854,0.8027,0.8574,3023795549.36,binance
2024-04-01,ARB,1.1516,1.3279,1.0329,1.2922,2374288421.8,coinmarketcap
2024-04-01,OP,2.1073,2.1091,2.0573,1.9959,259057715.43,coingecko
2024-04-01,BNB,405.1919,427.0649,366.4415,412.4446,283333394.97,binance
2024-04-01,LINK,17.1482,19.578,16.1888,19.1266,405179659.36,binance
2024-04-02,ETH,3169.8164,3401.4001,3120.2692,3273.6292,2499547969.74,coinmarketcap
2024-04-02,BTC,68931.7169,72774.7273,64027.0964,59801.6299,166041439.63,coingecko
2024-04-02,USDC,1.0053,1.1323,0.9936,0.93,3270006136.74,coinmarketcap
2024-04-02,USDT,1.0704,1.1034,0.8778,1.0726,608955754.72,binance
2024-04-02,SOL,161.2196,185.0622,162.8228,174.4414,24306220.79,binance
2024-04-02,MATIC,0.8645,0.9243,0.8241,0.8042,749193164.03,coinmarketcap
2024-04-02,ARB,1.2453,1.3522,1.0602,1.1579,2005167451.12,coinmarketcap
2024-04-02,OP,1.944,2.297,2.0289,2.1684,2959649857.8,coinmarketcap
2024-04-02,BNB,440.447,460.5878,410.3849,395.8999,77711149.67,coingecko
2024-04-02,LINK,19.8581,20.234,18.0478,19.3383,130793752.29,coinmarketcap
2024-04-03,ETH,3405.5668,3656.8542,3138.6601,3119.9467,1081745636.76,coinmarketcap
2024-04-03,BTC,64169.3174,66192.2379,61532.9453,67926.2539,4083166360.85,binance
2024-04-03,USDC,1.0522,1.006,0.9676,0.9927,4061948940.57,coinmarketcap
2024-04-03,USDT,0.9697,1.0958,0.9873,0.9878,586030943.05,binance
2024-04-03,SOL,170.1167,189.7981,156.7793,179.3449,4102707205.96,binance
2024-04-03,MATIC,0.9144,0.8843,0.8049,0.84,3765859369.72,binance
2024-04-03,ARB,1.2369,1.2758,1.1512,1.1988,1610506185.22,binance
2024-04-03,OP,2.2634,2.3116,1.9855,2.1117,3832953864.66,coinmarketcap
2024-04-03,BNB,431.3564,479.2937,377.6894,388.3841,431041752.9,coinmarketcap
2024-04-03,LINK,18.0125,19.7633,15.7584,19.0167,4302091327.01,coinmarketcap
2024-04-04,ETH,3444.9754,3507.6291,2939.7657,3243.971,454019197.6,binance
