offset_id,topic,partition,offset,consumer_group,lag,committed_at
1088,aggregated-metrics,4,974898,blockchain-analytics-cg,452,2024-01-01 09:15:35
1089,mempool-events,4,893144,blockchain-analytics-cg,177,2024-01-01 09:15:48
1090,mempool-events,6,835489,blockchain-analytics-cg,243,2024-01-01 09:16:37
1091,mempool-events,3,412468,blockchain-analytics-cg,443,2024-01-01 09:17:24
1092,mempool-events,1,161334,blockchain-analytics-cg,92,2024-01-01 09:18:05
1093,mempool-events,6,496576,blockchain-analytics-cg,59,2024-01-01 09:19:03
1094,aggregated-metrics,4,9975,blockchain-analytics-cg,170,2024-01-01 09:20:03
1095,mempool-events,3,687444,blockchain-analytics-cg,73,2024-01-01 09:20:42
1096,defi-prices,5,826162,blockchain-analytics-cg,207,2024-01-01 09:20:50
1097,aggregated-metrics,5,226605,blockchain-analytics-cg,90,2024-01-01 09:21:22
1098,aggregated-metrics,2,419955,blockchain-analytics-cg,148,2024-01-01 09:22:00
1099,defi-prices,7,464169,blockchain-analytics-cg,8,2024-01-01 09:22:01
1100,aggregated-metrics,2,693821,blockchain-analytics-cg,371,2024-01-01 09:22:15
1101,alert-high-value,5,440195,blockchain-analytics-cg,18,2024-01-01 09:23:09
1102,defi-prices,7,799711,blockchain-analytics-cg,493,2024-01-01 09:24:02
1103,aggregated-metrics,1,184031,blockchain-analytics-cg,351,2024-01-01 09:24:13
1104,defi-prices,5,351097,blockchain-analytics-cg,64,2024-01-01 09:24:41
1105,aggregated-metrics,4,111749,blockchain-analytics-cg,289,2024-01-01 09:24:45
1106,aggregated-metrics,0,917989,blockchain-analytics-cg,177,2024-01-01 09:24:48
1107,alert-high-value,0,826777,blockchain-analytics-cg,100,2024-01-01 09:24:49
1108,alert-high-value,4,151329,blockchain-analytics-cg,372,2024-01-01 09:25:23
1109,aggregated-metrics,2,930050,blockchain-analytics-cg,55,2024-01-01 09:26:06
1110,aggregated-metrics,5,902004,blockchain-analytics-cg,87,2024-01-01 09:26:34
1111,mempool-events,0,523420,blockchain-analytics-cg,118,2024-01-01 09:27:08
1112,mempool-events,1,234187,blockchain-analytics-cg,97,2024-01-01 09:28:02
1113,mempool-events,6,79376,blockchain-analytics-cg,363,2024-01-01 09:28:48
1114,mempool-events,3,948943,blockchain-analytics-cg,112,2024-01-01 09:29:01
1115,alert-high-value,0,256404,blockchain-analytics-cg,303,2024-01-01 09:29:17
1116,alert-high-value,2,69012,blockchain-analytics-cg,76,2024-01-01 09:29:27
1117,aggregated-metrics,3,193953,blockchain-analytics-cg,43,2024-01-01 09:29:45
1118,aggregated-metrics,1,401260,blockchain-analytics-cg,489,2024-01-01 09:30:31
1119,mempool-events,1,412079,blockchain-analytics-cg,402,2024-01-01 09:30:34
1120,alert-high-value,7,823224,blockchain-analytics-cg,321,2024-01-01 09:31:32
1121,defi-prices,2,239272,blockchain-analytics-cg,318,2024-01-01 09:31:50
1122,alert-high-value,3,36630,blockchain-analytics-cg,421,2024-01-01 09:32:10
1123,defi-prices,0,213078,blockchain-analytics-cg,161,2024-01-01 09:32:12
1124,defi-prices,7,263129,blockchain-analytics-cg,431,2024-01-01 09:33:08
1125,aggregated-metrics,5,88109,blockchain-analytics-cg,274,2024-01-01 09:33:12
1126,aggregated-metrics,0,124296,blockchain-analytics-cg,28,2024-01-01 09:33:45
1127,alert-high-value,4,538841,blockchain-analytics-cg,398,2024-01-01 09:33:59
1128,aggregated-metrics,3,783879,blockchain-analytics-cg,331,2024-01-01 09:34:33
1129,defi-prices,3,147857,blockchain-analytics-cg,393,2024-01-01 09:34:34
1130,defi-prices,5,6956,blockchain-analytics-cg,307,2024-01-01 09:34:50
1131,alert-high-value,6,126010,blockchain-analytics-cg,92,2024-01-01 09:35:34
1132,defi-prices,5,242325,blockchain-analytics-cg,8,2024-01-01 09:36:05
1133,defi-prices,5,673535,blockchain-analytics-cg,67,2024-01-01 09:37:02
1134,alert-high-value,7,710842,blockchain-analytics-cg,36,2024-01-01 09:37:41
1135,aggregated-metrics,1,740491,blockchain-analytics-cg,10,2024-01-01 09:37:44
1136,aggregated-metrics,4,857537,blockchain-analytics-cg,403,2024-01-01 09:38:00
1137,mempool-events,0,410435,blockchain-analytics-cg,319,2024-01-01 09:38:08
1138,alert-high-value,4,618067,blockchain-analytics-cg,89,2024-01-01 09:38:50
1139,alert-high-value,3,200464,blockchain-analytics-cg,49,2024-01-01 09:39:45
1140,defi-prices,4,32314,blockchain-analytics-cg,154,2024-01-01 09:40:10
1141,alert-high-value,2,806781,blockchain-analytics-cg,491,2024-01-01 09:40:39
1142,aggregated-metrics,7,160446,blockchain-analytics-cg,413,2024-01-01 09:41:36
1143,mempool-events,6,863686,blockchain-analytics-cg,454,2024-01-01 09:42:11
1144,aggregated-metrics,5,952139,blockchain-analytics-cg,232,2024-01-01 09:42:54
1145,mempool-events,6,410341,blockchain-analytics-cg,436,2024-01-01 09:43:45
1146,aggregated-metrics,5,562457,blockchain-analytics-cg,204,2024-01-01 09:44:35
1147,mempool-events,2,15831,blockchain-analytics-cg,220,2024-01-01 09:45:21
1148,defi-prices,5,25703,blockchain-analytics-cg,451,2024-01-01 09:45:54
1149,defi-prices,7,548079,blockchain-analytics-cg,100,2024-01-01 09:46:22
1150,aggregated-metrics,2,381579,blockchain-analytics-cg,186,2024-01-01 09:46:39
1151,mempool-events,3,632020,blockchain-analytics-cg,69,2024-01-01 09:47:21
1152,aggregated-metrics,5,473745,blockchain-analytics-cg,213,2024-01-01 09:48:19
1153,mempool-events,1,99552,blockchain-analytics-cg,242,2024-01-01 09:48:46
1154,mempool-events,6,25731,blockchain-analytics-cg,26,2024-01-01 09:48:51
1155,defi-prices,5,146605,blockchain-analytics-cg,83,2024-01-01 09:49:11
1156,aggregated-metrics,1,810475,blockchain-analytics-cg,314,2024-01-01 09:49:27
1157,defi-prices,5,764554,blockchain-analytics-cg,236,2024-01-01 09:50:12
1158,aggregated-metrics,3,96758,blockchain-analytics-cg,112,2024-01-01 09:50:44
1159,alert-high-value,5,350200,blockchain-analytics-cg,11,2024-01-01 09:51:00
1160,alert-high-value,2,247795,blockchain-analytics-cg,464,2024-01-01 09:51:16
1161,alert-high-value,6,950345,blockchain-analytics-cg,258,2024-01-01 09:51:26
1162,aggregated-metrics,4,268562,blockchain-analytics-cg,114,2024-01-01 09:51:48
1163,alert-high-value,1,810069,blockchain-analytics-cg,137,2024-01-01 09:51:58
1164,mempool-events,2,439124,blockchain-analytics-cg,452,2024-01-01 09:52:39
1165,mempool-events,2,684201,blockchain-analytics-cg,341,2024-01-01 09:53:19
1166,aggregated-metrics,1,575610,blockchain-analytics-cg,158,2024-01-01 09:53:20
1167,defi-prices,5,440703,blockchain-analytics-cg,363,2024-01-01 09:53:52
1168,alert-high-value,1,198070,blockchain-analytics-cg,357,2024-01-01 09:54:47
1169,aggregated-metrics,0,330265,blockchain-analytics-cg,243,2024-01-01 09:55:03
1170,mempool-events,6,554368,blockchain-analytics-cg,301,2024-01-01 09:55:32
1171,defi-prices,3,365321,blockchain-analytics-cg,384,2024-01-01 09:56:29
1172,defi-prices,2,453622,blockchain-analytics-cg,317,2024-01-01 09:56:52
1173,defi-prices,4,690472,blockchain-analytics-cg,294,2024-01-01 09:57:41
1174,defi-prices,2,783965,blockchain-analytics-cg,106,2024-01-01 09:58:40
1175,alert-high-value,0,439062,blockchain-analytics-cg,309,2024-01-01 09:58:59
1176,defi-prices,7,653081,blockchain-analytics-cg,192,2024-01-01 09:59:44
1177,alert-high-value,2,747959,blockchain-analytics-cg,357,2024-01-01 10:00:11
1178,mempool-events,6,356002,blockchain-analytics-cg,50,2024-01-01 10:00:15
1179,alert-high-value,2,231775,blockchain-analytics-cg,161,2024-01-01 10:00:17
1180,defi-prices,3,541692,blockchain-analytics-cg,206,2024-01-01 10:01:10
1181,defi-prices,6,855990,blockchain-analytics-cg,136,2024-01-01 10:01:55
1182,aggregated-metrics,7,710678,blockchain-analytics-cg,301,2024-01-01 10:02:29
1183,defi-prices,7,167567,blockchain-analytics-cg,240,2024-01-01 10:02:54
1184,aggregated-metrics,2,707318,blockchain-analytics-cg,436,2024-01-01 10:03:15
1185,defi-prices,6,508156,blockchain-analytics-cg,194,2024-01-01 10:03:20
1186,aggregated-metrics,1,707926,blockchain-analytics-cg,89,2024-01-01 10:03:52
1187,mempool-events,2,700792,blockchain-analytics-cg,360,2024-01-01 10:04:36
1188,aggregated-metrics,4,3244,blockchain-analytics-cg,93,2024-01-01 10:05:31
1189,alert-high-value,2,130864,blockchain-analytics-cg,125,2024-01-01 10:06:10
1190,aggregated-metrics,4,551140,blockchain-analytics-cg,262,2024-01-01 10:06:23
1191,mempool-events,2,848909,blockchain-analytics-cg,72,2024-01-01 10:06:56
1192,mempool-events,2,528993,blockchain-analytics-cg,469,2024-01-01 10:07:26
1193,defi-prices,5,196651,blockchain-analytics-cg,481,2024-01-01 10:07:47
1194,aggregated-metrics,1,801768,blockchain-analytics-cg,344,2024-01-01 10:08:33
1195,defi-prices,0,378105,blockchain-analytics-cg,87,2024-01-01 10:09:28
1196,alert-high-value,0,642993,blockchain-analytics-cg,126,2024-01-01 10:09:31
1197,aggregated-metrics,4,97887,blockchain-analytics-cg,39,2024-01-01 10:09:37
1198,alert-high-value,3,280932,blockchain-analytics-cg,425,2024-01-01 10:09:58
1199,aggregated-metrics,4,412165,blockchain-analytics-cg,76,2024-01-01 10:10:03
1200,defi-prices,1,836129,blockchain-analytics-cg,297,2024-01-01 10:10:36
1201,mempool-events,3,612535,blockchain-analytics-cg,97,2024-01-01 10:11:21
1202,defi-prices,4,320062,blockchain-analytics-cg,438,2024-01-01 10:11:54
1203,mempool-events,5,630433,blockchain-analytics-cg,101,2024-01-01 10:12:20
1204,aggregated-metrics,5,280962,blockchain-analytics-cg,25,2024-01-01 10:12:51
1205,defi-prices,1,910492,blockchain-analytics-cg,390,2024-01-01 10:13:10
1206,defi-prices,4,988418,blockchain-analytics-cg,21,2024-01-01 10:13:48
1207,mempool-events,1,774740,blockchain-analytics-cg,310,2024-01-01 10:14:13
1208,defi-prices,3,59361,blockchain-analytics-cg,165,2024-01-01 10:14:19
1209,mempool-events,6,117253,blockchain-analytics-cg,356,2024-01-01 10:15:10
1210,mempool-events,1,542885,blockchain-analytics-cg,263,2024-01-01 10:15:32
1211,aggregated-metrics,4,841723,blockchain-analytics-cg,400,2024-01-01 10:16:01
1212,aggregated-metrics,3,553114,blockchain-analytics-cg,332,2024-01-01 10:16:18
1213,alert-high-value,1,627528,blockchain-analytics-cg,74,2024-01-01 10:16:36
1214,mempool-events,2,235722,blockchain-analytics-cg,29,2024-01-01 10:17:18
1215,alert-high-value,5,253973,blockchain-analytics-cg,410,2024-01-01 10:17:32
1216,mempool-events,7,611877,blockchain-analytics-cg,223,2024-01-01 10:18:20
1217,aggregated-metrics,4,920525,blockchain-analytics-cg,289,2024-01-01 10:19:04
1218,mempool-events,2,106521,blockchain-analytics-cg,291,2024-01-01 10:19:31
1219,aggregated-metrics,5,344197,blockchain-analytics-cg,434,2024-01-01 10:20:10
1220,aggregated-metrics,4,30086,blockchain-analytics-cg,338,2024-01-01 10:20:57
1221,mempool-events,4,450037,blockchain-analytics-cg,461,2024-01-01 10:21:40
1222,alert-high-value,3,73605,blockchain-analytics-cg,288,2024-01-01 10:22:02
1223,aggregated-metrics,1,870223,blockchain-analytics-cg,500,2024-01-01 10:22:16
1224,mempool-events,2,519086,blockchain-analytics-cg,441,2024-01-01 10:22:44
1225,aggregated-metrics,3,485995,blockchain-analytics-cg,207,2024-01-01 10:23:23
1226,aggregated-metrics,3,844086,blockchain-analytics-cg,245,2024-01-01 10:24:16
1227,alert-high-value,3,773457,blockchain-analytics-cg,32,2024-01-01 10:24:22
1228,defi-prices,6,838119,blockchain-analytics-cg,401,2024-01-01 10:24:59
1229,mempool-events,4,764363,blockchain-analytics-cg,62,2024-01-01 10:25:18
1230,alert-high-value,0,581218,blockchain-analytics-cg,81,2024-01-01 10:25:27
1231,defi-prices,4,458347,blockchain-analytics-cg,142,2024-01-01 10:25:52
1232,mempool-events,2,222993,blockchain-analytics-cg,355,2024-01-01 10:26:02
1233,alert-high-value,7,805854,blockchain-analytics-cg,15,2024-01-01 10:26:06
1234,aggregated-metrics,3,202354,blockchain-analytics-cg,97,2024-01-01 10:26:09
1235,defi-prices,5,967318,blockchain-analytics-cg,441,2024-01-01 10:26:24
1236,alert-high-value,2,454988,blockchain-analytics-cg,166,2024-01-01 10:26:34
1237,mempool-events,4,286617,blockchain-analytics-cg,307,2024-01-01 10:26:47
1238,defi-prices,4,965202,blockchain-analytics-cg,494,2024-01-01 10:27:22
1239,defi-prices,0,26368,blockchain-analytics-cg,402,2024-01-01 10:27:53
1240,alert-high-value,0,196479,blockchain-analytics-cg,457,2024-01-01 10:27:54
1241,aggregated-metrics,1,413462,blockchain-analytics-cg,127,2024-01-01 10:28:00
1242,aggregated-metrics,4,676412,blockchain-analytics-cg,293,2024-01-01 10:28:30
1243,defi-prices,2,279617,blockchain-analytics-cg,391,2024-01-01 10:29:03
1244,aggregated-metrics,7,698134,blockchain-analytics-cg,105,2024-01-01 10:29:11
1245,aggregated-metrics,2,914943,blockchain-analytics-cg,261,2024-01-01 10:29:15
1246,defi-prices,5,25724,blockchain-analytics-cg,199,2024-01-01 10:29:42
1247,alert-high-value,5,815068,blockchain-analytics-cg,181,2024-01-01 10:30:28
1248,mempool-events,1,93189,blockchain-analytics-cg,339,2024-01-01 10:30:57
1249,mempool-events,4,923084,blockchain-analytics-cg,356,2024-01-01 10:31:48
1250,defi-prices,0,59071,blockchain-analytics-cg,355,2024-01-01 10:31:54
1251,mempool-events,2,500626,blockchain-analytics-cg,225,2024-01-01 10:32:41
1252,defi-prices,0,614326,blockchain-analytics-cg,396,2024-01-01 10:33:10
1253,mempool-events,7,608492,blockchain-analytics-cg,395,2024-01-01 10:33:38
1254,alert-high-value,3,57314,blockchain-analytics-cg,351,2024-01-01 10:33:47
1255,alert-high-value,5,602460,blockchain-analytics-cg,316,2024-01-01 10:34:38
1256,mempool-events,3,821074,blockchain-analytics-cg,361,2024-01-01 10:35:24
1257,alert-high-value,2,955415,blockchain-analytics-cg,32,2024-01-01 10:35:36
1258,alert-high-value,5,256551,blockchain-analytics-cg,17,2024-01-01 10:36:13
1259,mempool-events,3,826689,blockchain-analytics-cg,443,2024-01-01 10:36:17
1260,mempool-events,0,701865,blockchain-analytics-cg,304,2024-01-01 10:36:19
1261,mempool-events,5,829179,blockchain-analytics-cg,151,2024-01-01 10:36:26
1262,mempool-events,0,623139,blockchain-analytics-cg,169,2024-01-01 10:37:11
1263,alert-high-value,5,265299,blockchain-analytics-cg,411,2024-01-01 10:38:07
1264,alert-high-value,6,297557,blockchain-analytics-cg,473,2024-01-01 10:38:17
1265,defi-prices,0,433148,blockchain-analytics-cg,132,2024-01-01 10:38:58
1266,defi-prices,1,592204,blockchain-analytics-cg,377,2024-01-01 10:39:53
1267,mempool-events,1,199049,blockchain-analytics-cg,157,2024-01-01 10:40:34
1268,aggregated-metrics,3,214105,blockchain-analytics-cg,454,2024-01-01 10:40:38
1269,alert-high-value,5,844504,blockchain-analytics-cg,341,2024-01-01 10:41:27
1270,mempool-events,4,149352,blockchain-analytics-cg,312,2024-01-01 10:42:08
1271,aggregated-metrics,3,233690,blockchain-analytics-cg,463,2024-01-01 10:42:26
1272,alert-high-value,2,952719,blockchain-analytics-cg,31,2024-01-01 10:43:14
1273,alert-high-value,7,190281,blockchain-analytics-cg,206,2024-01-01 10:43:48
1274,mempool-events,2,42204,blockchain-analytics-cg,15,2024-01-01 10:44:32
1275,alert-high-value,6,486824,blockchain-analytics-cg,164,2024-01-01 10:45:26
1276,aggregated-metrics,6,365999,blockchain-analytics-cg,58,2024-01-01 10:45:49
1277,mempool-events,3,518538,blockchain-analytics-cg,251,2024-01-01 10:46:40
1278,aggregated-metrics,1,117389,blockchain-analytics-cg,366,2024-01-01 10:47:00
1279,mempool-events,0,206216,blockchain-analytics-cg,427,2024-01-01 10:47:23
1280,defi-prices,5,4925,blockchain-analytics-cg,451,2024-01-01 10:48:06
1281,defi-prices,0,267612,blockchain-analytics-cg,262,2024-01-01 10:48:31
1282,aggregated-metrics,5,424207,blockchain-analytics-cg,305,2024-01-01 10:49:31
1283,mempool-events,0,902276,blockchain-analytics-cg,195,2024-01-01 10:50:15
1284,mempool-events,0,769569,blockchain-analytics-cg,101,2024-01-01 10:50:26
1285,defi-prices,5,448468,blockchain-analytics-cg,167,2024-01-01 10:50:39
1286,alert-high-value,0,657276,blockchain-analytics-cg,389,2024-01-01 10:51:05
1287,defi-prices,7,401205,blockchain-analytics-cg,491,2024-01-01 10:52:05
1288,alert-high-value,1,781256,blockchain-analytics-cg,136,2024-01-01 10:52:12
1289,aggregated-metrics,2,929877,blockchain-analytics-cg,364,2024-01-01 10:52:40
1290,aggregated-metrics,3,934947,blockchain-analytics-cg,362,2024-01-01 10:53:32
1291,mempool-events,4,974677,blockchain-analytics-cg,79,2024-01-01 10:53:39
1292,aggregated-metrics,2,352426,blockchain-analytics-cg,179,2024-01-01 10:54:29
1293,alert-high-value,7,509243,blockchain-analytics-cg,407,2024-01-01 10:54:32
1294,defi-prices,7,203556,blockchain-analytics-cg,257,2024-01-01 10:55:03
1295,defi-prices,6,35915,blockchain-analytics-cg,107,2024-01-01 10:55:32
1296,alert-high-value,2,961681,blockchain-analytics-cg,318,2024-01-01 10:56:21
1297,alert-high-value,4,323604,blockchain-analytics-cg,150,2024-01-01 10:57:19
1298,alert-high-value,5,573595,blockchain-analytics-cg,465,2024-01-01 10:57:35
1299,defi-prices,1,339182,blockchain-analytics-cg,18,2024-01-01 10:57:59
1300,alert-high-value,6,212740,blockchain-analytics-cg,38,2024-01-01 10:58:23
1301,alert-high-value,4,390870,blockchain-analytics-cg,79,2024-01-01 10:58:43
1302,aggregated-metrics,3,728800,blockchain-analytics-cg,203,2024-01-01 10:59:03
1303,alert-high-value,1,889819,blockchain-analytics-cg,81,2024-01-01 10:59:06
1304,aggregated-metrics,3,22742,blockchain-analytics-cg,211,2024-01-01 10:59:35
1305,defi-prices,7,813142,blockchain-analytics-cg,237,2024-01-01 11:00:25
1306,mempool-events,3,744155,blockchain-analytics-cg,64,2024-01-01 11:01:00
1307,defi-prices,2,257787,blockchain-analytics-cg,29,2024-01-01 11:01:22
1308,aggregated-metrics,1,485935,blockchain-analytics-cg,60,2024-01-01 11:02:11
1309,alert-high-value,5,140977,blockchain-analytics-cg,289,2024-01-01 11:02:25
1310,mempool-events,6,332426,blockchain-analytics-cg,319,2024-01-01 11:03:20
1311,defi-prices,5,222926,blockchain-analytics-cg,6,2024-01-01 11:04:04
1312,alert-high-value,6,747937,blockchain-analytics-cg,11,2024-01-01 11:04:58
1313,mempool-events,5,422115,blockchain-analytics-cg,3,2024-01-01 11:05:41
1314,defi-prices,6,499110,blockchain-analytics-cg,469,2024-01-01 11:06:17
1315,defi-prices,7,552416,blockchain-analytics-cg,175,2024-01-01 11:06:35
1316,alert-high-value,7,31950,blockchain-analytics-cg,249,2024-01-01 11:07:06
1317,mempool-events,4,891032,blockchain-analytics-cg,335,2024-01-01 11:08:02
1318,defi-prices,6,917477,blockchain-analytics-cg,332,2024-01-01 11:08:50
1319,aggregated-metrics,7,589012,blockchain-analytics-cg,294,2024-01-01 11:09:30
1320,defi-prices,4,396546,blockchain-analytics-cg,201,2024-01-01 11:10:16
1321,aggregated-metrics,4,783682,blockchain-analytics-cg,350,2024-01-01 11:11:06
1322,aggregated-metrics,6,546581,blockchain-analytics-cg,114,2024-01-01 11:11:36
1323,alert-high-value,0,269900,blockchain-analytics-cg,464,2024-01-01 11:12:01
1324,alert-high-value,3,743295,blockchain-analytics-cg,275,2024-01-01 11:12:09
1325,mempool-events,2,837798,blockchain-analytics-cg,225,2024-01-01 11:12:25
1326,alert-high-value,1,71354,blockchain-analytics-cg,61,2024-01-01 11:12:39
1327,aggregated-metrics,1,576304,blockchain-analytics-cg,381,2024-01-01 11:12:46
1328,aggregated-metrics,2,734433,blockchain-analytics-cg,343,2024-01-01 11:12:47
1329,alert-high-value,1,974528,blockchain-analytics-cg,304,2024-01-01 11:13:23
1330,mempool-events,1,359879,blockchain-analytics-cg,339,2024-01-01 11:13:24
1331,defi-prices,6,283590,blockchain-analytics-cg,87,2024-01-01 11:13:26
1332,mempool-events,2,452150,blockchain-analytics-cg,129,2024-01-01 11:13:59
1333,mempool-events,3,892034,blockchain-analytics-cg,108,2024-01-01 11:14:22
1334,defi-prices,2,688772,blockchain-analytics-cg,111,2024-01-01 11:15:04
1335,mempool-events,7,155631,blockchain-analytics-cg,171,2024-01-01 11:15:36
1336,alert-high-value,2,855686,blockchain-analytics-cg,233,2024-01-01 11:16:12
1337,mempool-events,2,450257,blockchain-analytics-cg,280,2024-01-01 11:16:26
1338,mempool-events,3,525556,blockchain-analytics-cg,252,2024-01-01 11:16:33
1339,defi-prices,5,60692,blockchain-analytics-cg,417,2024-01-01 11:17:32
1340,mempool-events,7,726484,blockchain-analytics-cg,392,2024-01-01 11:17:52
1341,alert-high-value,2,838211,blockchain-analytics-cg,212,2024-01-01 11:18:40
1342,mempool-events,2,122311,blockchain-analytics-cg,178,2024-01-01 11:19:29
1343,defi-prices,3,757596,blockchain-analytics-cg,374,2024-01-01 11:19:44
1344,alert-high-value,3,797325,blockchain-analytics-cg,403,2024-01-01 11:20:23
1345,mempool-events,5,543038,blockchain-analytics-cg,69,2024-01-01 11:20:54
1346,aggregated-metrics,1,993529,blockchain-analytics-cg,386,2024-01-01 11:21:40
1347,aggregated-metrics,3,395302,blockchain-analytics-cg,334,2024-01-01 11:21:49
1348,mempool-events,1,399375,blockchain-analytics-cg,185,2024-01-01 11:22:28
1349,defi-prices,0,957314,blockchain-analytics-cg,205,2024-01-01 11:22:41
1350,defi-prices,7,376404,blockchain-analytics-cg,174,2024-01-01 11:22:48
1351,defi-prices,4,840825,blockchain-analytics-cg,244,2024-01-01 11:23:18
1352,mempool-events,4,694964,blockchain-analytics-cg,315,2024-01-01 11:23:57
1353,mempool-events,5,319730,blockchain-analytics-cg,129,2024-01-01 11:24:02
1354,alert-high-value,5,718234,blockchain-analytics-cg,305,2024-01-01 11:24:15
1355,defi-prices,3,788661,blockchain-analytics-cg,383,2024-01-01 11:24:53
1356,alert-high-value,6,910232,blockchain-analytics-cg,154,2024-01-01 11:25:38
1357,alert-high-value,4,4329,blockchain-analytics-cg,38,2024-01-01 11:26:24
1358,alert-high-value,3,819964,blockchain-analytics-cg,75,2024-01-01 11:26:41
1359,aggregated-metrics,0,141490,blockchain-analytics-cg,178,2024-01-01 11:27:00
1360,aggregated-metrics,6,434803,blockchain-analytics-cg,399,2024-01-01 11:27:10
1361,defi-prices,0,484076,blockchain-analytics-cg,46,2024-01-01 11:27:28
1362,defi-prices,6,604138,blockchain-analytics-cg,193,2024-01-01 11:28:26
1363,alert-high-value,4,336999,blockchain-analytics-cg,350,2024-01-01 11:28:42
1364,mempool-events,4,218592,blockchain-analytics-cg,304,2024-01-01 11:29:37
1365,defi-prices,6,188612,blockchain-analytics-cg,299,2024-01-01 11:30:17
1366,defi-prices,7,874511,blockchain-analytics-cg,396,2024-01-01 11:30:38
1367,mempool-events,3,935663,blockchain-analytics-cg,18,2024-01-01 11:31:35
1368,mempool-events,6,695609,blockchain-analytics-cg,277,2024-01-01 11:31:39
1369,defi-prices,5,430700,blockchain-analytics-cg,192,2024-01-01 11:32:31
1370,defi-prices,1,650477,blockchain-analytics-cg,462,2024-01-01 11:33:07
1371,mempool-events,7,41873,blockchain-analytics-cg,130,2024-01-01 11:33:25
1372,defi-prices,2,986906,blockchain-analytics-cg,361,2024-01-01 11:33:52
1373,defi-prices,2,38933,blockchain-analytics-cg,435,2024-01-01 11:34:48
1374,defi-prices,0,209966,blockchain-analytics-cg,75,2024-01-01 11:35:12
1375,defi-prices,5,724637,blockchain-analytics-cg,158,2024-01-01 11:35:44
1376,alert-high-value,6,61655,blockchain-analytics-cg,367,2024-01-01 11:35:50
1377,aggregated-metrics,4,316364,blockchain-analytics-cg,346,2024-01-01 11:36:28
1378,alert-high-value,6,912662,blockchain-analytics-cg,224,2024-01-01 11:36:33
1379,alert-high-value,1,244717,blockchain-analytics-cg,129,2024-01-01 11:36:53
1380,alert-high-value,7,499444,blockchain-analytics-cg,106,2024-01-01 11:37:13
1381,aggregated-metrics,7,642980,blockchain-analytics-cg,492,2024-01-01 11:37:52
1382,aggregated-metrics,6,215518,blockchain-analytics-cg,380,2024-01-01 11:38:35
1383,mempool-events,2,474069,blockchain-analytics-cg,149,2024-01-01 11:39:17
1384,mempool-events,3,83557,blockchain-analytics-cg,410,2024-01-01 11:39:29
1385,defi-prices,2,985955,blockchain-analytics-cg,399,2024-01-01 11:39:37
1386,defi-prices,3,479787,blockchain-analytics-cg,379,2024-01-01 11:40:04
1387,mempool-events,6,81800,blockchain-analytics-cg,66,2024-01-01 11:41:01
1388,mempool-events,1,257840,blockchain-analytics-cg,77,2024-01-01 11:41:16
1389,defi-prices,7,785356,blockchain-analytics-cg,315,2024-01-01 11:41:54
1390,defi-prices,6,35122,blockchain-analytics-cg,291,2024-01-01 11:42:18
1391,mempool-events,1,335251,blockchain-analytics-cg,399,2024-01-01 11:43:12
1392,defi-prices,6,792183,blockchain-analytics-cg,229,2024-01-01 11:43:19
1393,defi-prices,6,826993,blockchain-analytics-cg,147,2024-01-01 11:44:00
1394,mempool-events,3,114762,blockchain-analytics-cg,225,2024-01-01 11:44:40
1395,alert-high-value,2,890468,blockchain-analytics-cg,300,2024-01-01 11:44:57
1396,alert-high-value,1,208779,blockchain-analytics-cg,62,2024-01-01 11:45:16
1397,aggregated-metrics,2,231346,blockchain-analytics-cg,128,2024-01-01 11:45:25
1398,aggregated-metrics,7,938875,blockchain-analytics-cg,243,2024-01-01 11:45:35
1399,alert-high-value,5,203852,blockchain-analytics-cg,446,2024-01-01 11:46:26
1400,mempool-events,6,98504,blockchain-analytics-cg,59,2024-01-01 11:46:52
1401,defi-prices,5,525741,blockchain-analytics-cg,52,2024-01-01 11:46:53
1402,alert-high-value,7,386204,blockchain-analytics-cg,174,2024-01-01 11:47:12
1403,mempool-events,4,191191,blockchain-analytics-cg,423,2024-01-01 11:47:20
1404,aggregated-metrics,5,516552,blockchain-analytics-cg,440,2024-01-01 11:48:00
1405,defi-prices,5,382892,blockchain-analytics-cg,433,2024-01-01 11:48:46
1406,defi-prices,0,522490,blockchain-analytics-cg,86,2024-01-01 11:49:44
1407,mempool-events,0,789848,blockchain-analytics-cg,13,2024-01-01 11:50:18
1408,alert-high-value,5,154778,blockchain-analytics-cg,194,2024-01-01 11:50:33
1409,mempool-events,3,918488,blockchain-analytics-cg,84,2024-01-01 11:51:32
1410,alert-high-value,0,737865,blockchain-analytics-cg,120,2024-01-01 11:51:46
1411,mempool-events,2,420588,blockchain-analytics-cg,163,2024-01-01 11:52:09
1412,aggregated-metrics,0,180487,blockchain-analytics-cg,95,2024-01-01 11:52:31
1413,mempool-events,3,947699,blockchain-analytics-cg,74,2024-01-01 11:53:27
1414,aggregated-metrics,1,443454,blockchain-analytics-cg,150,2024-01-01 11:54:05
1415,aggregated-metrics,4,66170,blockchain-analytics-cg,462,2024-01-01 11:55:05
1416,aggregated-metrics,1,257132,blockchain-analytics-cg,397,2024-01-01 11:55:51
1417,alert-high-value,5,189265,blockchain-analytics-cg,214,2024-01-01 11:56:32
1418,aggregated-metrics,7,643349,blockchain-analytics-cg,178,2024-01-01 11:57:14
1419,mempool-events,1,437781,blockchain-analytics-cg,210,2024-01-01 11:57:44
