window_id,window_start,window_end,token,chain,msg_count,avg_price,min_price,max_price,total_volume_usd,price_change_pct,alert_triggered
474,2024-01-01 03:56:30,2024-01-01 03:57:00,OP,optimism,92,2.1558,2.0541,2.2087,292268438.95,-4.5002,0
475,2024-01-01 03:57:00,2024-01-01 03:57:30,ARB,ethereum,60,1.1849,1.1265,1.2556,374280744.32,-0.8973,0
476,2024-01-01 03:57:30,2024-01-01 03:58:00,LINK,arbitrum,53,18.3054,17.407,18.8298,284118198.31,3.6258,0
477,2024-01-01 03:58:00,2024-01-01 03:58:30,USDT,ethereum,281,0.9744,0.9501,1.0267,334901955.47,4.0263,0
478,2024-01-01 03:58:30,2024-01-01 03:59:00,ETH,ethereum,85,3164.5739,2988.0125,3289.484,210595080.13,4.5693,0
479,2024-01-01 03:59:00,2024-01-01 03:59:30,USDT,arbitrum,135,0.9908,0.9414,1.0349,347443331.61,-3.8995,0
480,2024-01-01 03:59:30,2024-01-01 04:00:00,SOL,ethereum,59,179.8068,171.9789,178.9571,341477989.38,-1.8125,0
481,2024-01-01 04:00:00,2024-01-01 04:00:30,USDT,arbitrum,496,0.978,0.9689,1.0468,478628953.29,-2.3054,0
482,2024-01-01 04:00:30,2024-01-01 04:01:00,ETH,optimism,408,3143.1237,2985.8375,3305.2059,477518475.03,2.7297,1
483,2024-01-01 04:01:00,2024-01-01 04:01:30,USDT,optimism,348,0.989,0.935,1.0327,411959381.79,-3.2739,0
484,2024-01-01 04:01:30,2024-01-01 04:02:00,OP,arbitrum,287,2.0761,1.9672,2.2311,157871111.51,1.7884,0
485,2024-01-01 04:02:00,2024-01-01 04:02:30,SOL,ethereum,17,179.9013,167.1172,182.6755,454194506.09,-3.8504,0
486,2024-01-01 04:02:30,2024-01-01 04:03:00,SOL,polygon,145,172.7758,166.841,183.739,446371291.88,-0.2168,0
487,2024-01-01 04:03:00,2024-01-01 04:03:30,OP,arbitrum,352,2.1495,1.9966,2.1278,329439321.31,-4.6832,0
488,2024-01-01 04:03:30,2024-01-01 04:04:00,SOL,arbitrum,154,179.9955,163.167,185.3482,430274146.1,3.8502,0
489,2024-01-01 04:04:00,2024-01-01 04:04:30,OP,optimism,381,2.0761,2.0619,2.181,140581909.18,3.7337,0
490,2024-01-01 04:04:30,2024-01-01 04:05:00,SOL,optimism,237,178.9981,166.3925,177.6205,305723079.15,2.6105,1
491,2024-01-01 04:05:00,2024-01-01 04:05:30,BTC,optimism,304,64105.7369,62191.6666,68257.9855,324058757.15,-4.6261,0
492,2024-01-01 04:05:30,2024-01-01 04:06:00,USDT,ethereum,466,1.0281,0.9843,1.011,9580474.29,-1.0266,0
493,2024-01-01 04:06:00,2024-01-01 04:06:30,ARB,arbitrum,449,1.1948,1.1215,1.248,242441303.36,-2.8841,0
494,2024-01-01 04:06:30,2024-01-01 04:07:00,BTC,optimism,136,66874.9732,61889.7344,65757.6134,367176066.25,-0.6085,1
495,2024-01-01 04:07:00,2024-01-01 04:07:30,ETH,optimism,89,3286.251,3095.4063,3244.0316,275100397.49,0.6129,0
496,2024-01-01 04:07:30,2024-01-01 04:08:00,USDT,optimism,352,0.9919,0.9596,1.0149,434896093.02,1.1126,1
497,2024-01-01 04:08:00,2024-01-01 04:08:30,SOL,optimism,343,178.5772,168.5478,181.7592,358604317.32,-0.6461,0
498,2024-01-01 04:08:30,2024-01-01 04:09:00,USDC,polygon,390,1.012,0.9485,1.0431,338082317.08,-0.3763,0
499,2024-01-01 04:09:00,2024-01-01 04:09:30,MATIC,ethereum,394,0.8386,0.7955,0.9035,496501285.28,1.3242,0
500,2024-01-01 04:09:30,2024-01-01 04:10:00,LINK,polygon,458,17.976,18.2239,18.8901,430952215.39,-4.1002,0
501,2024-01-01 04:10:00,2024-01-01 04:10:30,ARB,arbitrum,480,1.1937,1.1648,1.2333,379189070.65,-1.2048,0
502,2024-01-01 04:10:30,2024-01-01 04:11:00,ARB,polygon,75,1.2247,1.1284,1.2254,73001729.2,0.5208,0
503,2024-01-01 04:11:00,2024-01-01 04:11:30,ETH,optimism,262,3284.2882,3057.7368,3372.7071,145512960.45,-0.2422,0
504,2024-01-01 04:11:30,2024-01-01 04:12:00,OP,arbitrum,67,2.0579,1.9917,2.1491,6570679.92,1.7446,0
505,2024-01-01 04:12:00,2024-01-01 04:12:30,ETH,ethereum,419,3137.4977,3060.1606,3316.1092,199275125.62,3.2594,0
506,2024-01-01 04:12:30,2024-01-01 04:13:00,BNB,polygon,96,407.6734,407.5497,428.0123,96369194.17,-1.2517,1
507,2024-01-01 04:13:00,2024-01-01 04:13:30,ARB,polygon,287,1.2342,1.1588,1.267,453683415.87,-2.8772,0
508,2024-01-01 04:13:30,2024-01-01 04:14:00,OP,polygon,485,2.0791,1.9565,2.2132,468903430.23,-1.6219,0
509,2024-01-01 04:14:00,2024-01-01 04:14:30,ETH,arbitrum,243,3233.9619,3055.3482,3384.7642,123105097.05,-1.2688,0
510,2024-01-01 04:14:30,2024-01-01 04:15:00,BTC,optimism,282,65507.6808,60825.4611,67282.0736,497809457.78,0.6151,0
511,2024-01-01 04:15:00,2024-01-01 04:15:30,BNB,ethereum,482,428.613,413.2553,440.1498,77890723.39,-2.0637,0
512,2024-01-01 04:15:30,2024-01-01 04:16:00,BNB,arbitrum,208,413.9231,395.2039,445.8377,237330959.34,1.9269,0
513,2024-01-01 04:16:00,2024-01-01 04:16:30,MATIC,ethereum,199,0.828,0.8263,0.9039,59164246.98,-4.4844,0
514,2024-01-01 04:16:30,2024-01-01 04:17:00,BNB,polygon,318,419.7947,411.1466,447.9158,228245250.24,-1.1481,0
515,2024-01-01 04:17:00,2024-01-01 04:17:30,BTC,ethereum,82,63344.881,63111.9843,66475.2453,332266299.43,1.2467,0
516,2024-01-01 04:17:30,2024-01-01 04:18:00,BNB,optimism,200,419.3535,411.3858,435.2306,416744092.9,-1.159,0
517,2024-01-01 04:18:00,2024-01-01 04:18:30,USDC,ethereum,308,0.9971,0.9667,1.0612,349398689.84,4.8946,0
518,2024-01-01 04:18:30,2024-01-01 04:19:00,ETH,optimism,326,3211.2209,2987.1504,3421.3064,15287223.84,-3.5604,0
519,2024-01-01 04:19:00,2024-01-01 04:19:30,USDC,optimism,94,1.0199,0.9326,1.0253,114492245.28,-3.6627,0
520,2024-01-01 04:19:30,2024-01-01 04:20:00,ARB,arbitrum,423,1.2011,1.1566,1.2398,153950109.66,4.4617,0
521,2024-01-01 04:20:00,2024-01-01 04:20:30,MATIC,ethereum,327,0.8399,0.8318,0.8664,286629505.0,-4.0319,0
522,2024-01-01 04:20:30,2024-01-01 04:21:00,ARB,polygon,405,1.1697,1.1663,1.2426,67301689.62,-0.1569,0
523,2024-01-01 04:21:00,2024-01-01 04:21:30,ARB,polygon,213,1.1831,1.1237,1.2648,215712873.02,2.4729,1
524,2024-01-01 04:21:30,2024-01-01 04:22:00,USDC,polygon,316,0.9886,0.937,1.0506,260322347.72,-4.9645,0
525,2024-01-01 04:22:00,2024-01-01 04:22:30,MATIC,ethereum,15,0.8317,0.8322,0.8794,217025539.7,-2.3308,1
526,2024-01-01 04:22:30,2024-01-01 04:23:00,ETH,optimism,136,3222.2424,3016.8614,3319.8662,252473505.23,3.3505,0
527,2024-01-01 04:23:00,2024-01-01 04:23:30,BNB,optimism,180,407.493,400.6686,440.4988,375133806.62,-2.3324,0
528,2024-01-01 04:23:30,2024-01-01 04:24:00,ETH,ethereum,452,3162.3213,3022.9665,3267.7468,15407205.76,-3.4776,1
529,2024-01-01 04:24:00,2024-01-01 04:24:30,SOL,arbitrum,178,179.4429,170.1785,180.1981,246024100.22,-1.9204,0
530,2024-01-01 04:24:30,2024-01-01 04:25:00,OP,arbitrum,212,2.0397,1.996,2.2409,174293890.96,1.0373,0
531,2024-01-01 04:25:00,2024-01-01 04:25:30,OP,polygon,127,2.0598,1.9531,2.1333,307832260.75,3.5,1
532,2024-01-01 04:25:30,2024-01-01 04:26:00,OP,ethereum,382,2.0467,2.0721,2.2011,416762376.34,-2.7359,0
533,2024-01-01 04:26:00,2024-01-01 04:26:30,ETH,polygon,332,3175.5793,3109.401,3272.8662,347994611.55,-3.7751,0
534,2024-01-01 04:26:30,2024-01-01 04:27:00,ETH,arbitrum,247,3129.846,3145.6956,3241.7976,102311311.71,-2.3046,0
535,2024-01-01 04:27:00,2024-01-01 04:27:30,ARB,polygon,277,1.1939,1.1191,1.2799,319390245.78,3.6062,0
536,2024-01-01 04:27:30,2024-01-01 04:28:00,MATIC,arbitrum,65,0.8677,0.829,0.9075,220842328.67,1.9842,0
537,2024-01-01 04:28:00,2024-01-01 04:28:30,LINK,arbitrum,198,18.4248,18.1655,19.7279,102420662.18,4.2354,0
538,2024-01-01 04:28:30,2024-01-01 04:29:00,LINK,polygon,154,18.8986,17.7817,19.3204,7881142.03,2.0255,0
539,2024-01-01 04:29:00,2024-01-01 04:29:30,USDT,polygon,451,0.9989,0.9808,1.0473,157764298.26,3.5604,0
540,2024-01-01 04:29:30,2024-01-01 04:30:00,ETH,arbitrum,442,3258.8141,3076.8489,3404.0755,11292011.19,-2.1459,0
541,2024-01-01 04:30:00,2024-01-01 04:30:30,ARB,ethereum,244,1.1792,1.1849,1.2188,257403934.16,3.1567,1
542,2024-01-01 04:30:30,2024-01-01 04:31:00,OP,arbitrum,315,2.1388,2.0055,2.1278,293463205.76,4.155,0
543,2024-01-01 04:31:00,2024-01-01 04:31:30,SOL,ethereum,190,175.7607,165.3037,176.7963,481929669.79,-4.7764,0
544,2024-01-01 04:31:30,2024-01-01 04:32:00,SOL,ethereum,271,176.2116,165.2059,186.0288,115777322.25,-3.5944,0
545,2024-01-01 04:32:00,2024-01-01 04:32:30,ARB,polygon,102,1.2115,1.1838,1.2591,188141143.6,1.8808,0
546,2024-01-01 04:32:30,2024-01-01 04:33:00,USDT,polygon,382,0.9833,0.9426,1.0107,210861440.05,2.6834,0
547,2024-01-01 04:33:00,2024-01-01 04:33:30,USDT,ethereum,210,0.997,0.9364,1.0568,286551778.09,-0.6845,0
548,2024-01-01 04:33:30,2024-01-01 04:34:00,SOL,optimism,149,172.4924,165.3343,185.9365,145319764.91,1.3046,0
549,2024-01-01 04:34:00,2024-01-01 04:34:30,BTC,polygon,350,65922.7968,63495.3137,66764.8321,459677704.53,2.6858,0
550,2024-01-01 04:34:30,2024-01-01 04:35:00,BNB,optimism,363,426.9984,411.537,437.7993,196159954.63,-0.8591,0
551,2024-01-01 04:35:00,2024-01-01 04:35:30,ETH,optimism,87,3267.6108,3093.3371,3232.3534,213339592.93,-0.2254,0
552,2024-01-01 04:35:30,2024-01-01 04:36:00,BNB,arbitrum,103,417.4867,394.8402,436.119,82891055.06,-2.1106,0
553,2024-01-01 04:36:00,2024-01-01 04:36:30,BTC,arbitrum,126,65872.3713,62915.1791,66469.187,114917186.81,4.265,1
554,2024-01-01 04:36:30,2024-01-01 04:37:00,LINK,ethereum,171,18.281,17.7938,18.955,4782494.38,4.1982,0
555,2024-01-01 04:37:00,2024-01-01 04:37:30,BNB,arbitrum,128,421.9102,415.5379,443.2859,226055480.91,0.0665,1
556,2024-01-01 04:37:30,2024-01-01 04:38:00,ARB,polygon,385,1.2268,1.1533,1.2726,298178064.72,-4.072,0
557,2024-01-01 04:38:00,2024-01-01 04:38:30,SOL,optimism,427,176.1832,164.0808,180.4432,404311904.52,-1.9062,0
558,2024-01-01 04:38:30,2024-01-01 04:39:00,USDC,ethereum,27,0.9803,0.9871,1.0214,218194324.15,-3.7895,0
559,2024-01-01 04:39:00,2024-01-01 04:39:30,ARB,optimism,123,1.2086,1.1405,1.2421,28815915.62,4.5651,0
560,2024-01-01 04:39:30,2024-01-01 04:40:00,SOL,ethereum,243,170.4373,172.7766,182.7037,291978861.1,1.3537,0
561,2024-01-01 04:40:00,2024-01-01 04:40:30,LINK,polygon,191,18.4161,18.1158,19.2264,420048618.57,-2.1874,0
562,2024-01-01 04:40:30,2024-01-01 04:41:00,ARB,ethereum,362,1.2104,1.1821,1.2361,172217865.73,3.4474,0
563,2024-01-01 04:41:00,2024-01-01 04:41:30,BTC,optimism,276,63465.2017,61046.6953,68057.3813,82654808.12,3.9783,1
564,2024-01-01 04:41:30,2024-01-01 04:42:00,LINK,optimism,122,18.9056,17.7511,19.1512,244650440.91,1.0922,0
565,2024-01-01 04:42:00,2024-01-01 04:42:30,USDT,ethereum,91,0.9705,0.9722,1.0652,220599070.02,-3.6265,1
566,2024-01-01 04:42:30,2024-01-01 04:43:00,BTC,optimism,128,66574.2107,61883.8362,69074.414,249422702.5,0.0756,0
567,2024-01-01 04:43:00,2024-01-01 04:43:30,BNB,ethereum,248,409.381,415.7722,433.8896,103582562.45,-0.1324,0
568,2024-01-01 04:43:30,2024-01-01 04:44:00,LINK,arbitrum,43,18.8739,18.0271,18.8907,300313933.56,3.1676,0
569,2024-01-01 04:44:00,2024-01-01 04:44:30,OP,arbitrum,401,2.0414,1.9897,2.1449,114633113.41,-4.2207,0
570,2024-01-01 04:44:30,2024-01-01 04:45:00,USDC,optimism,60,1.0125,0.9729,1.0164,240018273.27,0.4459,0
571,2024-01-01 04:45:00,2024-01-01 04:45:30,MATIC,ethereum,155,0.8526,0.8135,0.8687,464999875.09,-2.5734,0
572,2024-01-01 04:45:30,2024-01-01 04:46:00,SOL,optimism,310,177.9336,164.4589,182.3702,410079246.97,-4.462,0
573,2024-01-01 04:46:00,2024-01-01 04:46:30,USDC,arbitrum,238,1.0258,0.9477,1.0537,420692302.77,1.2925,0
574,2024-01-01 04:46:30,2024-01-01 04:47:00,ETH,ethereum,98,3114.5852,3129.9315,3384.2502,24498011.81,-4.3786,0
575,2024-01-01 04:47:00,2024-01-01 04:47:30,SOL,arbitrum,192,173.5003,171.7369,186.7764,80813547.87,0.8147,1
576,2024-01-01 04:47:30,2024-01-01 04:48:00,ARB,arbitrum,245,1.2307,1.1183,1.2289,155328371.95,1.7602,0
577,2024-01-01 04:48:00,2024-01-01 04:48:30,BNB,optimism,385,430.7903,399.7198,440.7973,248232010.43,1.1949,0
578,2024-01-01 04:48:30,2024-01-01 04:49:00,OP,optimism,366,2.1105,1.9548,2.1576,236574222.47,4.5067,0
579,2024-01-01 04:49:00,2024-01-01 04:49:30,MATIC,arbitrum,381,0.8322,0.8035,0.8922,156399939.09,0.2571,0
580,2024-01-01 04:49:30,2024-01-01 04:50:00,USDC,polygon,379,0.9733,0.9835,1.0506,314595729.28,3.3726,0
581,2024-01-01 04:50:00,2024-01-01 04:50:30,MATIC,arbitrum,262,0.8491,0.8058,0.9038,339564423.84,4.7083,1
582,2024-01-01 04:50:30,2024-01-01 04:51:00,OP,arbitrum,163,2.1207,1.9864,2.1633,217072852.39,-0.042,0
583,2024-01-01 04:51:00,2024-01-01 04:51:30,ARB,polygon,122,1.1773,1.1766,1.2338,310481025.92,-4.5916,0
584,2024-01-01 04:51:30,2024-01-01 04:52:00,SOL,ethereum,483,171.5035,162.8556,182.6179,429652869.07,1.9563,0
585,2024-01-01 04:52:00,2024-01-01 04:52:30,BNB,ethereum,24,418.3885,397.4418,428.1896,37468608.31,4.2649,0
586,2024-01-01 04:52:30,2024-01-01 04:53:00,BNB,ethereum,263,420.6822,404.5667,431.8721,302646989.65,-2.5247,0
587,2024-01-01 04:53:00,2024-01-01 04:53:30,USDC,arbitrum,25,0.9735,0.9687,1.0605,247115227.25,-0.3829,1
588,2024-01-01 04:53:30,2024-01-01 04:54:00,ARB,arbitrum,226,1.1992,1.1827,1.2427,272225125.82,-4.0079,0
589,2024-01-01 04:54:00,2024-01-01 04:54:30,BNB,arbitrum,185,424.0232,410.1071,441.0452,11475522.13,3.0698,0
590,2024-01-01 04:54:30,2024-01-01 04:55:00,USDC,ethereum,422,0.9773,0.937,1.0424,265895729.66,3.241,0
591,2024-01-01 04:55:00,2024-01-01 04:55:30,OP,polygon,329,2.0432,2.0697,2.2168,87976941.7,-3.1125,0
592,2024-01-01 04:55:30,2024-01-01 04:56:00,BTC,optimism,192,66532.3625,63470.7189,66279.0295,386376907.77,3.7724,0
593,2024-01-01 04:56:00,2024-01-01 04:56:30,ETH,ethereum,327,3230.2199,3113.323,3247.9183,143993562.56,1.43,0
594,2024-01-01 04:56:30,2024-01-01 04:57:00,ARB,arbitrum,231,1.2074,1.1533,1.2466,36415882.41,-1.6694,0
595,2024-01-01 04:57:00,2024-01-01 04:57:30,ETH,polygon,44,3183.2628,3079.7964,3347.7816,351673393.46,-3.0409,0
596,2024-01-01 04:57:30,2024-01-01 04:58:00,ETH,ethereum,422,3202.4623,3118.8065,3278.7305,60626426.4,-2.648,0
597,2024-01-01 04:58:00,2024-01-01 04:58:30,BNB,optimism,401,421.0225,404.4726,447.348,132310543.25,-1.1533,0
598,2024-01-01 04:58:30,2024-01-01 04:59:00,ETH,polygon,449,3157.0554,3065.0579,3340.9313,310197431.38,2.0091,0
599,2024-01-01 04:59:00,2024-01-01 04:59:30,OP,ethereum,65,2.0756,2.0093,2.1843,239706808.79,3.9118,0
600,2024-01-01 04:59:30,2024-01-01 05:00:00,USDT,polygon,281,1.0063,0.9863,1.0677,451716831.54,1.365,0
601,2024-01-01 05:00:00,2024-01-01 05:00:30,USDC,arbitrum,486,0.9793,0.9695,1.0392,283609392.47,3.1212,0
602,2024-01-01 05:00:30,2024-01-01 05:01:00,USDT,polygon,118,0.9724,0.9545,1.0626,113783442.38,2.5701,0
603,2024-01-01 05:01:00,2024-01-01 05:01:30,MATIC,polygon,368,0.8253,0.8039,0.8853,380623054.95,-4.7571,0
604,2024-01-01 05:01:30,2024-01-01 05:02:00,OP,arbitrum,145,2.0923,2.0551,2.1498,333178464.74,1.8885,0
605,2024-01-01 05:02:00,2024-01-01 05:02:30,USDT,polygon,493,0.9744,0.9889,1.0696,293437158.96,-3.9384,0
606,2024-01-01 05:02:30,2024-01-01 05:03:00,ARB,optimism,344,1.2191,1.1247,1.2358,427716802.36,-0.2099,1
607,2024-01-01 05:03:00,2024-01-01 05:03:30,LINK,ethereum,177,18.509,18.1637,19.03,457077730.76,-2.5141,0
608,2024-01-01 05:03:30,2024-01-01 05:04:00,ARB,optimism,32,1.2351,1.155,1.2272,469576883.16,3.9028,1
609,2024-01-01 05:04:00,2024-01-01 05:04:30,USDC,ethereum,307,0.9761,0.9729,1.0523,269513521.87,3.4509,0
610,2024-01-01 05:04:30,2024-01-01 05:05:00,ARB,arbitrum,56,1.2027,1.1452,1.2337,22101865.66,-0.2519,0
611,2024-01-01 05:05:00,2024-01-01 05:05:30,OP,arbitrum,216,2.1451,2.0448,2.2434,124585159.97,-0.4308,1
612,2024-01-01 05:05:30,2024-01-01 05:06:00,MATIC,polygon,51,0.8356,0.8318,0.8983,167766982.08,4.373,0
613,2024-01-01 05:06:00,2024-01-01 05:06:30,OP,polygon,322,2.0524,2.0605,2.1427,242015852.29,2.3087,1
614,2024-01-01 05:06:30,2024-01-01 05:07:00,SOL,ethereum,469,171.9346,170.7779,186.884,383041167.05,4.1933,0
615,2024-01-01 05:07:00,2024-01-01 05:07:30,BNB,arbitrum,217,412.4544,395.2562,434.9186,352591688.51,2.0687,0
616,2024-01-01 05:07:30,2024-01-01 05:08:00,USDT,ethereum,265,0.989,0.9513,1.0689,193521168.45,-0.1521,0
617,2024-01-01 05:08:00,2024-01-01 05:08:30,ETH,arbitrum,59,3199.8698,3123.707,3280.5383,175603717.73,-1.6766,0
618,2024-01-01 05:08:30,2024-01-01 05:09:00,ETH,ethereum,188,3202.2897,3132.8827,3327.1863,486393748.47,3.1191,0
619,2024-01-01 05:09:00,2024-01-01 05:09:30,ARB,polygon,421,1.2091,1.1433,1.2243,75299861.81,2.1462,0
620,2024-01-01 05:09:30,2024-01-01 05:10:00,ETH,optimism,467,3121.7404,3008.1673,3264.0169,374709186.87,-0.5483,1
621,2024-01-01 05:10:00,2024-01-01 05:10:30,ARB,polygon,466,1.1945,1.1234,1.2756,392040735.34,-3.443,0
622,2024-01-01 05:10:30,2024-01-01 05:11:00,ARB,ethereum,321,1.1714,1.1578,1.2401,338366349.56,2.6251,0
623,2024-01-01 05:11:00,2024-01-01 05:11:30,LINK,optimism,150,18.6725,17.6148,18.9641,274888086.81,-1.9884,0
624,2024-01-01 05:11:30,2024-01-01 05:12:00,LINK,arbitrum,134,18.067,17.2735,19.7286,434881307.17,1.42,0
625,2024-01-01 05:12:00,2024-01-01 05:12:30,BTC,polygon,148,64416.4647,61955.4645,66086.994,357338281.35,-0.7093,0
626,2024-01-01 05:12:30,2024-01-01 05:13:00,BNB,arbitrum,353,411.5037,412.2884,424.3726,212533126.85,2.0435,0
627,2024-01-01 05:13:00,2024-01-01 05:13:30,USDC,polygon,139,0.9751,0.9514,1.0675,237331608.79,2.4632,0
628,2024-01-01 05:13:30,2024-01-01 05:14:00,BTC,polygon,142,63572.9372,62507.2112,68878.0673,375493668.62,-2.3856,0
629,2024-01-01 05:14:00,2024-01-01 05:14:30,LINK,ethereum,295,18.499,17.7831,19.0803,122777057.01,2.193,0
630,2024-01-01 05:14:30,2024-01-01 05:15:00,ARB,ethereum,408,1.2067,1.1596,1.2293,73278786.86,3.1019,0
631,2024-01-01 05:15:00,2024-01-01 05:15:30,SOL,optimism,387,178.9729,172.818,177.6481,234678450.93,0.1026,0
632,2024-01-01 05:15:30,2024-01-01 05:16:00,LINK,optimism,306,18.7986,17.3824,18.6921,476763594.84,-0.8723,0
633,2024-01-01 05:16:00,2024-01-01 05:16:30,ETH,optimism,254,3131.3503,3151.6341,3366.3932,1660085.74,3.384,0
634,2024-01-01 05:16:30,2024-01-01 05:17:00,OP,optimism,482,2.0482,2.0471,2.2278,467328985.98,4.5838,0
635,2024-01-01 05:17:00,2024-01-01 05:17:30,USDT,ethereum,435,1.0236,0.9883,1.0274,438720283.15,-4.7734,0
636,2024-01-01 05:17:30,2024-01-01 05:18:00,USDC,optimism,51,0.9892,0.9463,1.0254,479434634.68,3.3288,1
637,2024-01-01 05:18:00,2024-01-01 05:18:30,LINK,arbitrum,312,17.9779,17.7517,19.1692,362132934.56,-3.6921,0
638,2024-01-01 05:18:30,2024-01-01 05:19:00,BTC,optimism,480,63615.9335,63324.9341,67335.0673,327288091.65,3.7785,1
639,2024-01-01 05:19:00,2024-01-01 05:19:30,BTC,arbitrum,360,63242.619,62631.1637,68582.9134,141646760.79,4.9968,0
640,2024-01-01 05:19:30,2024-01-01 05:20:00,ETH,optimism,340,3191.7922,3105.444,3268.4104,13621170.29,-2.4422,0
641,2024-01-01 05:20:00,2024-01-01 05:20:30,BTC,optimism,286,64980.6038,62240.9485,69421.5357,324938853.28,0.2705,0
642,2024-01-01 05:20:30,2024-01-01 05:21:00,OP,optimism,333,2.1042,2.0784,2.1501,211284569.41,4.965,0
643,2024-01-01 05:21:00,2024-01-01 05:21:30,ETH,arbitrum,147,3153.5515,3087.644,3379.8129,317763486.48,4.6652,1
644,2024-01-01 05:21:30,2024-01-01 05:22:00,ETH,arbitrum,265,3295.8954,3130.086,3273.8486,434790983.69,-4.1495,0
645,2024-01-01 05:22:00,2024-01-01 05:22:30,OP,arbitrum,199,2.0602,1.9539,2.2281,333409233.55,-0.6763,0
646,2024-01-01 05:22:30,2024-01-01 05:23:00,ARB,optimism,13,1.1829,1.1504,1.228,277740070.61,-4.2729,0
647,2024-01-01 05:23:00,2024-01-01 05:23:30,MATIC,ethereum,357,0.8686,0.8039,0.8692,189252221.71,-0.9578,0
648,2024-01-01 05:23:30,2024-01-01 05:24:00,MATIC,optimism,100,0.8402,0.8161,0.8867,158223379.24,-3.9805,0
649,2024-01-01 05:24:00,2024-01-01 05:24:30,ARB,arbitrum,440,1.175,1.122,1.2405,305745435.59,-3.4441,0
650,2024-01-01 05:24:30,2024-01-01 05:25:00,LINK,optimism,279,18.1666,17.8199,19.1279,242536798.1,-1.277,1
651,2024-01-01 05:25:00,2024-01-01 05:25:30,OP,polygon,455,2.0717,1.9939,2.2437,296240005.67,1.3253,0
652,2024-01-01 05:25:30,2024-01-01 05:26:00,USDC,optimism,246,0.9781,0.9689,1.0189,42775165.39,-3.8918,0
653,2024-01-01 05:26:00,2024-01-01 05:26:30,BNB,optimism,327,417.8195,409.9001,441.6987,66255223.73,-0.8104,1
654,2024-01-01 05:26:30,2024-01-01 05:27:00,SOL,ethereum,230,177.6975,171.0013,176.8384,29403319.91,0.6364,0
655,2024-01-01 05:27:00,2024-01-01 05:27:30,BNB,arbitrum,98,414.0339,405.6587,427.0039,99208835.88,-2.406,1
656,2024-01-01 05:27:30,2024-01-01 05:28:00,SOL,arbitrum,55,172.2641,166.5994,183.3268,452049824.17,-3.4414,0
657,2024-01-01 05:28:00,2024-01-01 05:28:30,USDC,optimism,314,0.9921,0.9716,1.0614,162607459.82,-4.2348,0
658,2024-01-01 05:28:30,2024-01-01 05:29:00,ARB,arbitrum,97,1.2008,1.1544,1.2237,430559295.66,1.2059,0
659,2024-01-01 05:29:00,2024-01-01 05:29:30,BNB,polygon,393,428.7308,411.5248,439.9764,351375267.75,-2.424,0
660,2024-01-01 05:29:30,2024-01-01 05:30:00,USDC,polygon,477,0.992,0.9476,1.0511,153531610.52,1.3992,0
661,2024-01-01 05:30:00,2024-01-01 05:30:30,LINK,ethereum,481,18.204,18.2362,19.1013,65395812.61,-4.2606,0
662,2024-01-01 05:30:30,2024-01-01 05:31:00,LINK,ethereum,27,18.5624,17.9901,18.8595,472262910.67,-0.4429,0
663,2024-01-01 05:31:00,2024-01-01 05:31:30,BTC,arbitrum,132,64999.0966,62666.1573,69110.0572,282102593.91,4.233,0
664,2024-01-01 05:31:30,2024-01-01 05:32:00,BNB,ethereum,130,415.7895,404.3796,429.8704,405859217.04,-1.76,0
665,2024-01-01 05:32:00,2024-01-01 05:32:30,USDC,optimism,374,1.0286,0.9834,1.0689,376489490.33,2.2527,0
666,2024-01-01 05:32:30,2024-01-01 05:33:00,OP,optimism,128,2.0694,2.0167,2.2316,217420405.2,-0.1917,0
667,2024-01-01 05:33:00,2024-01-01 05:33:30,USDT,optimism,455,1.015,0.9402,1.0575,405201572.04,-4.5511,0
668,2024-01-01 05:33:30,2024-01-01 05:34:00,USDC,polygon,428,0.9799,0.9521,1.05,20050866.86,-1.3884,0
669,2024-01-01 05:34:00,2024-01-01 05:34:30,ARB,ethereum,146,1.1887,1.1218,1.2418,173015749.78,1.5006,0
670,2024-01-01 05:34:30,2024-01-01 05:35:00,LINK,polygon,68,18.2804,18.2586,19.6335,483562874.52,4.6104,0
671,2024-01-01 05:35:00,2024-01-01 05:35:30,BTC,arbitrum,128,63458.6933,63289.7315,67333.2421,301965703.44,1.9759,0
672,2024-01-01 05:35:30,2024-01-01 05:36:00,BNB,ethereum,485,423.7232,392.9749,434.106,31668991.11,-3.8087,0
673,2024-01-01 05:36:00,2024-01-01 05:36:30,USDT,optimism,34,1.0178,0.9378,1.0688,171878283.33,1.5729,0
674,2024-01-01 05:36:30,2024-01-01 05:37:00,BNB,arbitrum,151,410.0413,408.0236,436.4645,323721525.59,3.5422,0
675,2024-01-01 05:37:00,2024-01-01 05:37:30,MATIC,optimism,46,0.8631,0.8,0.8692,335043376.75,0.1817,0
676,2024-01-01 05:37:30,2024-01-01 05:38:00,LINK,polygon,41,18.2836,17.3969,19.2164,324421140.11,-1.8553,0
677,2024-01-01 05:38:00,2024-01-01 05:38:30,LINK,polygon,285,17.9775,17.7526,18.8527,164955626.75,0.2131,0
678,2024-01-01 05:38:30,2024-01-01 05:39:00,ETH,polygon,58,3218.3192,3086.0244,3379.3625,439692360.24,2.0944,0
679,2024-01-01 05:39:00,2024-01-01 05:39:30,BNB,arbitrum,145,416.0179,415.0569,443.5629,249310978.57,0.9742,0
